,2021-12-31,金地集团(600383)：险资减持压力大量释放 减持股份,广发证券
1190,2021-05-07,公牛集团(603195)：定价权强 盈利能力稳定,新浪
1191,2021-05-07,金地集团一季度归母净利润下滑56.29%至5.65亿元，联合营企业收益减少 盈利能力下降,乐居财经
1192,2021-05-07,金地集团前4月签约额破千亿 布局产业地产成新盈利突破点,新浪
1193,2021-05-07,【朝闻国盛0507】半导体：历史级别景气继续演绎,国盛证券研究所
1194,2021-05-07,地产｜去杠杆，控增速，面向未来：2020年年报总评,中信证券研究
1195,2021-05-07,金地集团前4月销售额1003亿元 今年目标2800亿元,中投网
1196,2021-05-06,6.5亿下单私募基金，金地集团“重仓”医疗健康,乐居财经
1197,2021-05-06,地产股整体低迷，万科A、保利地产、新城控股、金地集团、金科股份普跌,Wind
1198,2021-05-06,金地集团(600383)：物管规模稳步提升 经营稳健土储加强纵深,新浪
1199,2021-05-06,金地集团4月签约316.7亿，前4月累计签约金额1003亿,资本邦
1200,2021-05-06,金地集团4月签约金额316.7亿元，同比上升88.65%,资本邦
1201,2021-05-06,金地集团前4月签约面积444.6万平米 同比增111.03%,金融界
1202,2021-05-06,金地集团前4月销售同比上升111% 完成年目标不足四成,中华网
1203,2021-05-06,金地集团4月签约316.7亿元 斥资逾百亿拿下9个项目,中国网
1204,2021-05-06,金地集团前4个月签约额1003亿元，近期新增9个项目,新京报
1205,2021-05-06,陆家嘴财经早餐2021年5月6日星期四,Wind
1206,2021-05-05,【国君地产|讨论（四十六）】集中供地改变不了的地价,小谢看地产
1207,2021-05-05,晚间重要公告2021年5月5日星期三,Wind
1208,2021-05-05,【招商房地产】复合增速显示4月百强房企销售景气度延续，去年复工节奏差异是头部房企同比更优的主因,降噪房地产
1209,2021-05-05,金地集团：前4月合约销售金额1003.2亿元 同比增122.97%,中金在线
1210,2021-05-05,金地集团：2021年4月实现签约金额316.7亿元,每日经济新闻
1211,2021-05-05,金地集团：4月份签约金额同比上升88.65%,Wind
1212,2021-05-05,金地集团：4月实现签约金额同比上升88.65%,格隆汇
1213,2021-05-04,4月百强房企销售点评——销售增速继续放缓、均价增速下调,新浪
1214,2021-05-03,【天风地产】4月销售增速继续放缓、均价增速下调—4月百强房企销售点评 盈利能力下降,天诚地产会
1215,2021-05-02,【天风地产|周观点】新房找房热度下滑明显，楼市调控收缩深入强化,天诚地产会
1216,2021-05-01,【兴证地产】新房二手房周报：本周新房二手房销售同环比均提升,YCMProperty
1217,2021-05-01,金地集团(600383)：21年销售目标2800亿同增15.4% “三道红线”稳居绿档,新浪
1218,2021-04-30,【开源地产|年报点评】金地集团：归母扣非净利润大增，租金收入大幅增长,微信
1219,2021-04-30,开源证券给予金地集团买入评级，公司信息更新报告，近期获13份券商研报关注，目标均价涨幅45.92%,每日经济新闻
1220,2021-04-30,金地集团上演“中年危机”负债超3000亿元 房产质量风波频发 经营问题,GPLP犀牛财经
1221,2021-04-30,平安证券下调金地集团评级至推荐：业绩整体平稳，销售量价齐升 投资评级恶化,每日经济新闻
1222,2021-04-30,金地集团：将力争2021年实现2800亿元销售额,Wind
1223,2021-04-30,金地集团：今年计划竣工面积1362万平方米，同比增约23%,Wind
1224,2021-04-29,金地集团(600383.SH)一季度归母净利同比降56.29%至5.65亿元 盈利能力下降,智通财经
1225,2021-04-29,金地集团(600383.SH)一季度扣非净利润升61.74%至5.32亿元,格隆汇
1226,2021-04-29,金地一季度营收73.3亿 归母净利下滑56%至5.65亿 盈利能力下降,观点地产网
1227,2021-04-29,金地集团：一季度净利5.65亿元 同比降56% 盈利能力下降,e公司
1228,2021-04-29,金地集团：一季度净利润同比减少56.29% 盈利能力下降,Wind
1229,2021-04-29,有息负债上升19%担保近90亿！金地集团业绩增速不及子公司 偿债能力下降,投资时报
1230,2021-04-29,【兴证地产】集中供地跟踪系列二：广州——溢价率较一季度略有下降，分化明显,YCMProperty
1231,2021-04-29,中信建投大周期团队最新研究观点,中信建投证券研究
1232,2021-04-28,债务总额增21.84%、利润降1.45%，凌克和金地集团一再战略失误？ 盈利能力下降,中访网
1233,2021-04-28,金地集团盈利增速放缓，债务危机明显 盈利能力下降,中访网
1234,2021-04-28,95股今日获机构买入评级,证券时报网
1235,2021-04-28,房地产行业1Q21基金持仓分析：A股仓位创历史新低 H股仓位边际提升,新浪
1236,2021-04-28,【山证地产】市场交易周报（2021.04.19-2021.04.25）：板块走势弱于大盘，龙头估值优势明显,山西证券研究所
1237,2021-04-27,金地集团：重回前十，成色欠佳,中金在线
1238,2021-04-27,欧瑞博独家中标北京和悦华玺智慧洋房项目 引领京城科技住宅新风向,和讯
1239,2021-04-27,金地集团：“18金地04”回售登记期为5月18日至5月21日,Wind
1240,2021-04-27,金地集团：维持“18金地04”票面利率为5.38%不变,Wind
1241,2021-04-27,“重回前三”有戏吗？TOP5房企保利地产毛利率下滑销售增速放缓 盈利能力下降,投资时报
1242,2021-04-27,金地集团2021年上半年营收增长72%，净利下跌39% 盈利能力下降,亿欧网
1243,2021-04-27,房地产板块下跌0.22% 机构称行业龙头估值优势明显,证券日报网
1244,2021-04-27,金地集团9.2亿夺广州增城中新镇地块 溢价率31.53%,乐居财经
1245,2021-04-26,房地产行业周报：Q1地产板块继续低配 LPR十二连平 北京整治楼市纪律,新浪
1246,2021-04-26,东北证券给予金地集团买入评级，销售仍将维持较高增速，财务稳健资金优势助力前行,每日经济新闻
1247,2021-04-26,东兴证券给予金地集团强烈推荐评级：长期稳健穿越周期，首次给出销售目标展露信心,每日经济新闻
1248,2021-04-26,上市20年保持“绿档”金地集团坚持“长期主义”,中国经营报
1249,2021-04-26,【天风地产|周观点】调控下楼市明显趋稳，LPR连续一年不变,天诚地产会
1250,2021-04-26,金地集团：前期高价拿地酿苦果 8亿元减值损失拖累业绩 盈利能力下降,面包财经
1251,2021-04-24,金地集团受让金地上海子公司太仓金澜商务咨询,乐居财经
1252,2021-04-23,由子变孙！金地集团：受让金地上海2家子公司,乐居财经
1253,2021-04-23,金地集团净利润微增背后,证券之星
1254,2021-04-23,900万年薪的凌克，交出的答卷亮眼吗？,新浪
1255,2021-04-22,"推荐胜率超六成：23股获机构高频""买入""评级 21股机构看涨空间超20%",腾讯网
1256,2021-04-22,地产圈掀起组织架构调整浪潮，房企如何转型突围？,资本邦
1257,2021-04-22,【国君地产|2020年年报点评】金地集团：韧性极强，再看增长,小谢看地产
1258,2021-04-22,196股获券商买入评级 通达股份目标涨幅达82.14%,Wind
1259,2021-04-21,负债破3000亿大关！金地集团狂飙，业主维权不断 偿债能力下降,中金在线
1260,2021-04-21,金地集团：“16金地02”完成转售债券金额10.8亿元,Wind
1261,2021-04-21,金地集团：“18金地01”注销未转售债券金额1000万元,Wind
1262,2021-04-21,【朝闻国盛0420】国内经济复苏预期回落，利率震荡下行,国盛证券研究所
1263,2021-04-21,金地集团毛利下探 2021年欲冲2800亿,第一财经
1264,2021-04-21,地产股多数疲软，万科A、保利、新城、绿地、金地、金科股份普遍下滑,Wind
1265,2021-04-21,亿翰股份--金地集团：一二线城市积极拿地，力争2021销售业绩超2800亿【公司研究】,金融界股吧
1266,2021-04-20,国信证券--金地集团2020年报点评：经营节奏稳定，财务表现健康【公司研究】,金融界股吧
1267,2021-04-20,山西证券--房地产行业市场交易周报：板块走势强于大盘，龙头估值优势明显【行业研究】,金融界股吧
1268,2021-04-20,重回快车道的金地集团毛利率再下探 今年销售剑指2800亿元,财联社
1269,2021-04-20,82股获券商买入评级 精工钢构目标涨幅达99.61%,Wind
1270,2021-04-19,金地集团：控“线”高手丨年报风云61,乐居财经
1271,2021-04-19,机构强烈推荐31只个股-更新中,中财网
1272,2021-04-19,重回快车道的金地集团毛利率再下探今年销售剑指2800亿元,证券之星
1273,2021-04-19,华安证券：金地集团财务稳健更具调整空间，主动积极适配发展阶段,乐居财经
1274,2021-04-19,金地集团2020年末有息负债增19%至1130亿 毛利率下行 偿债能力下降,中国经济网
1275,2021-04-19,“稳健者”金地：地产下半场，倾力繁荣一座城,环球老虎财经
1276,2021-04-19,金地集团2020年营收839.82亿元，净利微增3.2%,资本邦
1277,2021-04-18,多收了三五斗 金地加快营收结转与净利增长3.2%,观点地产网
1278,2021-04-18,金地集团(600383.SH)：不超8.5亿参与认购4只基金涉及医药医疗健康、新能源、高端制造及创新科技等,格隆汇
1279,2021-04-18,金地集团去年净利润微增3.2% 今年销售目标2800亿元,中国网
1280,2021-04-16,金地集团：认购5亿元招赢朗曜成长二期基金,乐居财经
1281,2021-04-16,金地集团去年净利润同比微增3.2% 2021年销售目标2800亿元,中国网
1282,2021-04-16,金地集团(600383.SH)：2020年度净利升3.2%至103.98亿元拟10派7元,格隆汇
1283,2021-04-16,金地集团去年营收增32%至839.8亿 归母净利104亿,观点地产网
1284,2021-04-16,金地集团(600383.SH)年度归母净利同比增3.2%至103.98亿元 拟10股派7元,智通财经
1285,2021-04-16,金地集团：2020年净利润同比增长3.2%,Wind
1286,2021-04-16,金地集团：2020年归母净利润103.98亿元，同比增长3.2%|年报快讯,乐居财经
1287,2021-04-16,金地集团：2020年归属股东净利润103.98亿元 同比增长3.2%,中金在线
1288,2021-04-15,A股市场破净股一览（4月15日）,Wind
1289,2021-04-15,房企3月融资：境内信用债发行规模大幅回升 美元债票面利率走高,面包财经
1290,2021-04-14,平安证券--地产行业周报：因城施策延续，兼论国外物管公司发展【行业研究】,金融界股吧
1291,2021-04-13,国盛证券--房地产开发行业周报：住建部约谈五城负责人，财政部表态推进房产税立法和改革【行业研究】,金融界股吧
1292,2021-04-13,地产板块弱势难改，万科、招商蛇口、绿地、金地、华夏幸福、金融街普跌,Wind
1293,2021-04-12,房北地产周报：9城公布首批次集中供地出让信息 住建部约谈五城遏制炒房,新浪
1294,2021-04-12,2021年第15周地产周报：销售环比下滑 财政部再提房产税立法,新浪
1295,2021-04-12,【亦周地产】高能级城市新房二手房成交同比增长，低能级城市土地溢价率有所升高,夏公子地产说
1296,2021-04-11,【天风地产|周观点】一季度卖地创纪录，楼市管控持续趋严,天诚地产会
1297,2021-04-09,金地集团：完成发行超短期融资券8亿元 利率3.1%,乐居财经
1298,2021-04-09,74股获券商买入评级，美亚光电目标涨幅达79.94%,Wind
1299,2021-04-08,华安证券：百强3月全口径销售金额同比+59%；权益销售金额同比+53%,乐居财经
1300,2021-04-08,荣安地产少数股权增51倍的背后，是形同虚设的3道红线？,新浪
1301,2021-04-08,房企一季度发债规模创近4年新低， 二季度偿债规模将超3200亿元,每日经济新闻
1302,2021-04-08,第十届亚洲国际建筑工业化展览会圆满落幕 明年5月虹桥再会,中国贸易新闻网
1303,2021-04-08,金地集团完成发行29.95亿元公司债 利率最高4.3%,乐居财经
1304,2021-04-08,金地集团(600383)3月销售点评：销售大幅增长 拿地较稳健,新浪
1305,2021-04-08,金地集团(600383)：一季度销售表现超预期 投资节奏延后,广发证券
1306,2021-04-08,金地集团：成功发行29.95亿元公司债券 票面利率最高为4.30%,中国网
