,2021-12-31,荣盛石化：目前已顺利产出光伏料产品,Wind
793,2021-03-15,化工周度观点21W11：碳中和大背景下的中国化工新时代,新浪
794,2021-03-15,化工行业周报：继续推荐核心资产及低估值高景气标的 关注碳中和受益标的,新浪
795,2021-03-15,川财证券--石油化工行业周报：原油高位震荡，看好油服及民营炼化【行业研究】,金融界股吧
796,2021-03-15,石油石化、基础化工、新材料行业北上资金流向周报,新浪
797,2021-03-15,原油系列报告(十四)：高油价是否可持续？,新浪
798,2021-03-15,“炼化-化纤”产业链周报：涤纶长丝价格及价差持续向好,新浪
799,2021-03-15,石油化工行业周报：2021年海外石化龙头公司估值对标之：利安德巴塞尔公司,新浪
800,2021-03-12,一周纺织股大事｜3月8-12日 深纺织A净利润增长89.37%！雅运股份再获高企证书！,全球纺织网
801,2021-03-10,中泰证券--中泰化工周度观点21W10：OPEC+延长减产计划，大宗品再获成本支撑【行业研究】,金融界股吧
802,2021-03-10,中银证券--化工行业周报：OPEC延续减产，氨纶价格涨幅领先【行业研究】,金融界股吧
803,2021-03-10,2021年原油价格展望：年内高点可能冲击80美元 未来2年中枢继续向上,新浪
804,2021-03-09,国泰化工龙头ETF投资价值分析：拥抱化工行业景气周期,新浪
805,2021-03-09,连续两日大跌！荣盛石化近期股价变动复盘 连续下跌,全球纺织网
806,2021-03-09,A股收盘综述：上证指数再跌1.82%至3350位置，创业板指两日累挫超8%,Wind
807,2021-03-09,A股深V反弹，深市上演500点大长腿，资金大抄底！,证券之星
808,2021-03-09,隆基、三一、伊利、汾酒、宁波银行、荣盛石化、中金公司、双汇午后仍跌超3%,Wind
809,2021-03-09,化纤板块跌超3%，恒逸石化、桐昆股份下挫逾6%,Wind
810,2021-03-09,盘前情报丨新基建再度被提及，这些领域将受益,21世纪经济报道
811,2021-03-08,荣盛石化跌近9% 财通基金资管百年人寿产品等持股,中国经济网
812,2021-03-08,大幅调整过的化工板块是买入良机吗？,Wind
813,2021-03-08,化工行业周报：油价新高 继续坚守龙头并增配低估值弹性标的,新浪
814,2021-03-08,A股收盘综述：上证指数下滑2.3%，创业板指跌入技术性熊市,Wind
815,2021-03-08,A股午盘综述：上证指数下滑1.01%，机构抱团股再度杀跌,Wind
816,2021-03-08,石油化工行业周报：四大利好助油价大涨创新高 涤纶长丝市场升温,新浪
817,2021-03-08,化工行业周报【20210307】,点化成金
818,2021-03-07,【华安化工|化工周报】寻找价格/库存低分位产品，万华推出多种OEM/ODM产品,化工阿尔法
819,2021-03-07,化工周度观点：OPEC+延长减产计划 大宗品再获成本支撑,新浪
820,2021-03-06,石油化工新材料行业北上资金周报,新浪
821,2021-03-06,石油化工行业研究：OPEC+3月4日部长级会议点评：OPEC+延长减产计划 油价崛起,光大证券
822,2021-03-06,石化化工行业近期行情点评：短期调整不改长期逻辑 坚定长期看好石化化工板块行情,光大证券
823,2021-03-05,石油化工行业：OPEC+达成减产协议 油价短期仍将上行,新浪
824,2021-03-04,3月4日板块复盘：“钢铁侠”是怎么炼成的？这一板块竟然掀起涨停潮！,中金在线
825,2021-03-04,免费研报精选：“碳中和”是长达40年的主题投资机会！利好四大主线（附标的）,中金在线
826,2021-03-04,为何是它们？A股三大“茅”纳入富时中国A50指数,Wind
827,2021-03-04,富时罗素将3股调入中国A50指数！外资开启“买买买”模式,Wind
828,2021-03-04,石油化工＆基础化工行业2021年春季策略报告：后疫情时代下四大投资主线 龙头白马、周期成长、周期反转与成长突破,光大证券
829,2021-03-03,中银证券--化工行业周报：油价与海外供应紧张致化工品价格大幅上涨【行业研究】,金融界股吧
830,2021-03-03,中泰证券--化工：从恢复到景气，看当下化工的位置与节奏【行业研究】,金融界股吧
831,2021-03-01,化工行业周报：化工行业景气指数单周大涨6.22%,新浪
832,2021-03-01,化工行业周报：坚守龙头 建议重点配置低估值周期景气标的,新浪
833,2021-03-01,化工产品迎来史诗级上涨 化工龙头股票有哪些？,至诚财经
834,2021-03-01,化工板块多股涨停，价格十年新高产品屡现，一线龙头获益,第一财经
835,2021-03-01,化纤行业涨势强劲，美达股份、新乡化纤、苏州龙杰涨停,金融界
836,2021-03-01,石油化工行业周报：与历史上三轮石化行情对比 当前石化景气程度与持续性,新浪
837,2021-03-01,中泰证券：化工行业仍处于景气确定性较高阶段，行业龙头有望持续享受估值上行,证券时报网
838,2021-02-28,石油化工新材料行业北上资金周报,新浪
839,2021-02-27,3500点关口下A股分歧：杀估值的机会与风险,经济观察报
840,2021-02-25,“超级周期”会不会变天：大宗商品上涨下的分化,21世纪经济报道
841,2021-02-25,A股早报2021年2月25日星期四,Wind
842,2021-02-25,千亿龙头罕见大跳水，牛散葛卫东5天损失1.76亿,证券时报网
843,2021-02-25,每日理财观察：香港拟上调印花税30%，机构解读市场影响,Wind
844,2021-02-24,夜光数据透视全国经济与行业：新年首月经济向好 顺周期龙头夜光提升明显,新浪
845,2021-02-24,"不惧暴跌！机构逆市""抄底""跌停股（名单）",中国基金报
846,2021-02-24,荣盛石化跌停 财通基金资管百年人寿产品等持股,中国经济网
847,2021-02-24,跌停板解密：高位出逃，15只前期强势股遭甩卖！（2月24日）,Wind
848,2021-02-24,化工股走势分化，三机构抛售荣盛石化3.17亿元,第一财经
849,2021-02-24,2月24日龙虎榜，机构青睐这16股,中财网
850,2021-02-24,荣盛石化龙虎榜数据（2月24日）,Wind
851,2021-02-24,龙虎榜：荣盛石化跌停 三机构卖出3.17亿元,e公司
852,2021-02-24,荣盛石化放量跌停，机构、外资卖出为主,Wind
853,2021-02-24,A股收盘综述：上证指数跌1.99%、抱团明星股再扑街，创业板指五日累挫12%,Wind
854,2021-02-24,通策医疗、荣盛石化、赣锋锂业、山西汾酒等明星股先后打开跌停板,Wind
855,2021-02-24,宁德时代、中免、隆基、爱尔眼科、荣盛石化、片仔癀等明星股集体大跌,Wind
856,2021-02-24,恒力石化、荣盛石化、华峰化学、桐昆股份大跌，化纤板块下挫逾3%,Wind
857,2021-02-24,周期股跳水，紫金矿业转跌,Wind
858,2021-02-23,“世界第三大酒庄”出手，“公募一哥”操盘基金暂停申购,证券时报网
859,2021-02-23,中银证券--化工行业周报：国际油价高位震荡，外盘推涨芳烃PVC价格【行业研究】,金融界股吧
860,2021-02-23,首创证券--化工行业周报：丁辛醇价格跳涨，化工景气持续复苏【行业研究】,金融界股吧
861,2021-02-23,571家中小板公司全年业绩亮相 42.56%预增,证券之星
862,2021-02-23,化工行业：涤纶产业链回暖 醋酸价格上涨,新浪
863,2021-02-22,大跌眼镜！小盘股逆袭了龙头股？,上证报
864,2021-02-22,化工行业周观点：需求与油价共振 节后化工品价格跳涨,新浪
865,2021-02-22,方正策略：资产价格何时见顶？兼论金融、经济、股市、商品周期,方正证券
866,2021-02-22,安信证券--基础化工行业周报：化工品价格普涨，看好传统旺季行情【行业研究】,金融界股吧
867,2021-02-22,化工龙头ETF今日开启认购,Wind
868,2021-02-22,龙虎榜揭秘 近五日机构最青睐59股,证券之星
869,2021-02-22,575家中小板公司全年业绩亮相 42.61%预增,证券之星
870,2021-02-20,化工周度观点：化工品迎来涨价潮 看好板块性机会,新浪
871,2021-02-20,多只化工股创新高 近7成业绩预喜，产品涨价、景气周期催生新投资机会,红周刊
872,2021-02-20,化工50ETF投资价值分析：在复苏中拥抱核心资产,新浪
873,2021-02-19,化工行业：周期风云再起 大化工机遇何在？,新浪
874,2021-02-19,机构最近都在买哪些股？,证券之星
875,2021-02-18,化工期货、股票涨停潮！一文读懂上涨逻辑,Wind
876,2021-02-18,2021年第一波，涨价“红包”如期而至,Wind
877,2021-02-18,北向资金大幅加仓股名单,证券时报网
878,2021-02-10,荣盛石化(002493)：浙石化雏形初具 中金石化或有低估,新浪
879,2021-02-10,【东吴化工 | 公司深度】荣盛石化：浙石化雏形初具，中金石化或有低估,东吴石化化工
880,2021-02-10,陕西黑猫冲高回落 化工板块内部出现分化,财联社
881,2021-02-10,荣盛石化等61股近五日获机构净买入,证券时报网
882,2021-02-09,荣盛石化(002493.SZ)：当年累计新增借款181.49亿元 大额借贷担保,格隆汇
883,2021-02-09,用于浙石化炼化一体化二期项目荣盛石化1月新增借款181亿元 大额借贷担保,北京商报
884,2021-02-09,化工股逃出“冷宫”变热门，涨停频现，首只化工类ETF基金出炉,AI财经社
885,2021-02-09,荣盛石化：2021年累计新增借款占上年末未经审计净资产的26.23% 大额借贷担保,Wind
886,2021-02-09,化工行业成最大黑马！重仓基金年内涨幅超预期,中投网
887,2021-02-09,牧原股份、荣盛石化、片仔癀、万华化学、中联重科等明星股盘中均创历史新高,Wind
888,2021-02-09,化工板块午后攻势如潮，恒力石化涨停,Wind
889,2021-02-09,机构重金加码荣盛石化 游资打板四维图新｜龙虎榜,第一财经
890,2021-02-09,机构抱团化工股坐等升价 游资大哥合买南网能源,财富动力网
891,2021-02-09,化工板块出黑马！北上资金和机构猛加仓,证券时报网
892,2021-02-09,风口来了？有基金十大重仓股全买化工，开年赚20%,券商中国
893,2021-02-09,A股早报2021年2月9日星期二,Wind
894,2021-02-08,高位抱团股“接着奏乐接着舞”，个股尾盘闪崩跌停，市场其实是缺钱的？春节档题材开始爆发！ 连续下跌,每日经济新闻
895,2021-02-08,化工龙头股名单出炉，北上资金重仓980亿,第一财经
896,2021-02-08,大黑马！化工龙头30强名单出炉，北上资金和机构猛加仓,证券时报网
897,2021-02-08,涨停复盘 | 涨停股还是集中在这两条赛道,第一财经
898,2021-02-08,涨停板解密：化工股轮番火爆上攻！（2月8日）,Wind
899,2021-02-08,荣盛石化缩量涨停股价创历史新高，三机构净买入超1.5亿元,第一财经
900,2021-02-08,顺周期强势 重仓基金今年以来已赚2成,金融投资报
901,2021-02-08,荣盛石化龙虎榜数据（2月8日）,Wind
902,2021-02-08,荣盛石化涨停再创新高，三机构合计买入1.67亿元,Wind
903,2021-02-08,A股收盘综述：沪指缩量涨逾1%，进入假期模式,Wind
904,2021-02-08,“就地过年”加快年后复工！这家2000亿化工巨头涨停抢跑，年内涨幅已破50%！,21世纪经济报道
905,2021-02-08,明星基金重仓杀入化工行业14股 业绩高增长基金增持股名单来了,金融界
906,2021-02-08,中国中免、兴业银行、牧原股份、荣盛石化、汇川技术等明星股盘中均创新高,Wind
907,2021-02-08,【异动股】化纤行业板块拉升，荣盛石化(002493-CN)涨9.99%,财华社
908,2021-02-08,石油化工行业：油价持续上涨 板块迎配置良机,新浪
909,2021-02-08,【A股午盘综述】上证指数涨逾1%，创业板指涨逾2%,Wind
910,2021-02-08,中银证券：春节后将迎来需求旺季，或将推动化工产品的新一轮涨价,证券时报网
911,2021-02-08,化工板块再度走强，华鲁恒升、荣盛石化涨7%,Wind
912,2021-02-08,【化工】化工行业周报20210207：原油价格恢复至疫前水平，氨纶、尿素维持强势,中银证券研究
913,2021-02-08,2年7倍光伏龙头突曝大消息，股东“甩卖”158亿,证券时报网
914,2021-02-08,582家中小板公司晒全年业绩 249家预增,证券之星
915,2021-02-08,2年7倍光伏龙头突曝大消息，重要股东“甩卖”158亿！这一冷门行业火了，明星基金重仓杀入14股，业绩高增长基金增持股名单来了,证券时报
916,2021-02-08,石油化工行业“炼化-化纤”产业链周报：沙特自愿额外减产100万桶／天 油价创一年新高,新浪
917,2021-02-08,部分重仓化工基金 年内涨幅超20%,中国基金报
918,2021-02-07,化工行业投资策略周报：化工品涨多跌少 化工龙头股公募持仓提升明显,广发证券
919,2021-02-07,【周末特辑】为何看好顺周期涨价的持续性？,国金证券研究所
920,2021-02-07,化工行业周度观点21W6：化工景气趋势不改 重申推荐观点,新浪
921,2021-02-07,暴涨超20%！有科技股基金经理发话了：转战化工！,中国基金报
922,2021-02-07,开源证券--化工行业周报：磷肥价格强势运行，节前各化纤品种库存涨跌互现【行业研究】,金融界股吧
923,2021-02-06,石油化工2020年报业绩前瞻：石化龙头盈利持续性增强 涤纶长丝迎景气反转,新浪
924,2021-02-05,化工行业投资组合(2月份),新浪
925,2021-02-05,恒力石化放量下挫逾7%打击化纤板块，荣盛、桐昆、华峰化学、东方盛虹跟跌,Wind
