,2021-12-31,北新建材董事长王兵：建议房地产产业链成为实现“双碳”目标的主战场,每日经济新闻
301,2021-08-02,中泰周期·大宗指南：周期品周度运行变化,新浪
302,2021-07-27,建材周报：Q2基金建材持仓比例为0.9% 玻璃、消费建材龙头获青睐,新浪
303,2021-07-26,深度*行业*建材行业周报：产能置换新规出台 把握玻璃板块旺季机会,新浪
304,2021-07-25,深度*行业*建材行业21Q2持仓点评：持仓环比回落 玻璃与新材料受青睐,新浪
305,2021-07-23,北新建材：公司产品在恒大地产项目上的销售额占公司营收比重很小,Wind
306,2021-07-23,建材行业2021年二季度持仓分析：基金持仓整体稳定 结构上偏向玻璃及消费建材龙头,新浪
307,2021-07-23,建筑材料行业：基金减仓建材至低配 加仓玻璃,广发证券
308,2021-07-22,北新建材今日大宗交易成交100万股，成交价39.43元折价2.4%,Wind
309,2021-07-21,7月涨幅最大行业花落谁家？板块中个股业绩、债务2张图看清！,Wind
310,2021-07-21,中银证券维持北新建材买入评级：公司设立涂料子公司，加速布局涂料业务,每日经济新闻
311,2021-07-21,深度*公司*北新建材(000786)：公司设立涂料子公司 加速布局涂料业务,新浪
312,2021-07-21,北新建材注资20亿元设立涂料公司，布局涂料业务,北新建材
313,2021-07-20,北新建材拟投资设立涂料公司,北京商报
314,2021-07-20,家居｜北新建材拟投资20亿元设立一家全资子公司,财经网
315,2021-07-20,北新建材拟于北京新设涂料公司，注册资本20亿元,乐居财经
316,2021-07-20,北新建材拟20亿元设立全资子公司，开展建筑涂料及相关材料产业,乐居财经
317,2021-07-20,北新建材(000786.SZ)拟投设子公司整合涂料及相关材料产业,智通财经
318,2021-07-20,北新建材(000786.SZ)：拟投设北新涂料 作为投资和运营涂料业务的平台,格隆汇
319,2021-07-20,建筑材料 每周观点：竣工边际改善超预期 B端建材下半年现金流或将承压,新浪
320,2021-07-19,银河证券每日晨报,新浪
321,2021-07-19,深度*行业*建材行业2021年中报前瞻：后周期板块景气大涨 玻纤板块超预期,新浪
322,2021-07-19,建筑材料行业周报：继续推荐玻璃板块 建议关注低位水泥板块,新浪
323,2021-07-19,建材行业周观点：6月地产竣工大幅增长 玻璃价格再创新高,新浪
324,2021-07-18,建筑材料行业周报：竣工端延续高增 当前低估值标的更具性价比,新浪
325,2021-07-18,建筑材料行业：地产销售、竣工超预期 后周期需求有支撑,新浪
326,2021-07-16,北新建材大宗交易成交3370.94万元，卖方为机构专用席位,证券时报网
327,2021-07-16,建材-6月点评：玻璃愈旺 钢铁、水泥蓄势,新浪
328,2021-07-16,建筑材料行业周报：水泥价格淡季回落 平板玻璃价格淡季不淡,广发证券
329,2021-07-15,大幅净卖出后124亿外资重新杀回A股，金融、白酒等大蓝筹获抢筹,Wind
330,2021-07-15,105股获券商买入评级 东鹏控股目标涨幅达79.92%,Wind
331,2021-07-14,建材行业周报：建材行业利润大涨 关注中报绩优标的,新浪
332,2021-07-13,建材/建筑与工程行业周报(第二十七周),新浪
333,2021-07-13,能源、基础材料行业：锂钴仍将向上 玻璃需求逐渐转旺,新浪
334,2021-07-12,A股共发生197宗大宗交易北新建材溢价率最高,第一财经
335,2021-07-12,建材行业定期报告：龙头竞合优化防水格局 看好集中度加速提升,新浪
336,2021-07-12,"北新建材现1笔大宗交易 共成交4,400.00万元",新浪
337,2021-07-12,建材行业周观点：三方联合集采 共同增强龙头竞争力,新浪
338,2021-07-12,62股获券商买入评级 正邦科技目标涨幅达98.07%,Wind
339,2021-07-09,"北新建材现1笔大宗交易 共成交4,250.00万元",新浪
340,2021-07-09,北新建材今日大宗交易成交100万股，成交价42.5元溢价5.77%,Wind
341,2021-07-09,A股深V：新能源风光无限，医药白酒黯然神伤,Wind
342,2021-07-09,家居｜北新建材非独立董事于明清辞职 宋伯庐被提名为候选人,财经网
343,2021-07-09,北新防水联合科顺、凯伦组建聚酯胎基布生产和供应链合资公司,搜狐
344,2021-07-09,46股获券商买入评级，精达股份目标涨幅达83.01%,Wind
345,2021-07-09,7月8日44只个股获券商关注，东华测试目标涨幅达79.15%,每日经济新闻
346,2021-07-09,【银河建材王婷】行业动态 2021.6丨关注中报超预期的高景气赛道,中国银河证券研究
347,2021-07-08,75股获买入评级 最新:保利地产,中财网
348,2021-07-08,北新建材：更换公司董事 董监高成员变化,每日经济新闻
349,2021-07-08,北新建材(000786.SZ)：子公司拟与天龙新材等共同出资3亿元设立合资公司,格隆汇
350,2021-07-08,北新建材：提名宋伯庐为第六届董事会非独立董事候选人,每日经济新闻
351,2021-07-08,北新建材等36股获机构买入型评级,第一财经
352,2021-07-08,天风证券维持北新建材买入评级：H1需求高景气，防水业务发展可期，目标价56元,每日经济新闻
353,2021-07-08,36股今日获机构买入评级7股上涨空间超10%,证券时报网
354,2021-07-08,[公司]主产品销量增长 北新建材预计中期净利17亿元–20亿元,全景网
355,2021-07-08,中银证券维持北新建材买入评级：单二季度表现亮眼，防水与石膏板或贡献较大,每日经济新闻
356,2021-07-08,中国建材：料上半年归母净利润最高20亿元同比增长121.5%,中华网
357,2021-07-08,北新建材2021H1业绩预告点评：Q2业绩略超预期，主业量价齐升增厚利润,华创建筑建材研究
358,2021-07-08,天风证券：北新建材(000786.SZ)H1需求高景气，防水业务发展可期，目标价56元，维持“买入”评级,智通财经
359,2021-07-08,中国银河维持建材行业推荐评级：6月行业动态报告：关注中报超预期的高景气赛道,每日经济新闻
360,2021-07-08,上海机场建场百年，从一条土质跑道到世界级航空枢纽,澎湃新闻
361,2021-07-08,和讯SGI公司|心脉医疗和讯SGI指数最新评分录得91分 新医疗榜单中位居第二,和讯
362,2021-07-08,厦门建发拟发行10亿元超短期融资券 期限116天,观点地产网
363,2021-07-08,"ShouldYouBuyChurch&DwightCo.,Inc.(NYSE:CHD)ForItsUpcomingDividend?",Yahoo
364,2021-07-08,【异动股】煤炭采选板块下挫，潞安环能(601699.CN)跌9.96%,财华社
365,2021-07-08,【异动股】旭日企业(00393.HK)涨10%,财华社
366,2021-07-08,"私募悬案！百万资金血本无归，投资者竟浑然不知！原私募已成失信人，托管券商真成""脱管""？ 违约失信",证券之星
367,2021-07-08,银行股大幅杀跌，万亿白马招商银行罕见盘中暴跌近6%,中国基金报
368,2021-07-08,国内挖掘机销量连续三个月下滑，三一重工股价近腰斩 盈利能力下降,腾讯网
369,2021-07-08,华为鸿蒙HarmonyOS 2第二批正式版升级开启：包含nova8等多款机型,IT之家
370,2021-07-08,快讯 | 央行副行长：垄断现象不仅仅存在于蚂蚁集团一家,财经网
371,2021-07-08,作为B站的老对手，A站是怎么“死”的？,AI财经社
372,2021-07-08,2021WAIC 祝融号担任暖场嘉宾 与李彦宏聊造车,凤凰网
373,2021-07-08,10万人口、收租4亿的天河石牌村要旧改？18年后终于有下文了,界面
374,2021-07-08,总统遇刺身亡后，海地总理：今年9月将如期举行大选 政局动荡,澎湃新闻
375,2021-07-08,市场分析：数字货币真的有可能替代法定货币？！,新浪
376,2021-07-08,东莞证券维持宝钛股份推荐评级，业绩预增点评：第二季度归母净利润同比增长78%左右，创单季度历史新高,每日经济新闻
377,2021-07-08,神州租车正式退市 “神舟系”崩塌 退市,上游新闻
378,2021-07-08,温信祥：2020年支付系统处理支付业务金额是同期GDP的81倍,中国网
379,2021-07-08,阿里巴巴跌幅扩大至3.6% 自2020年6月以来首次跌破200港元,新浪
380,2021-07-08,王禁：华为比百度聪明 造车只是时机未到？,新浪
381,2021-07-08,锂电池板块持续走高 欣旺达等十余只个股涨停,上证报
382,2021-07-08,“艺见 上博”寻迹文明 | 定窑白釉印花云龙纹盘,东方网
383,2021-07-08,【异动股】京东方精电(00710.HK)涨10.66%,财华社
384,2021-07-08,多地启动小学生暑期托管服务,中国商报
385,2021-07-08,餐饮股暴跌颐海国际跌超10% 高盛调颐海国际至沽售 连续下跌,新浪
386,2021-07-08,张奥平：中国经济增量破局的五大核心,新浪
387,2021-07-08,工信部整治APP开屏弹窗骚扰,鲸平台
388,2021-07-08,格力电器董事长董明珠：智能化让制造业如虎添翼,澎湃新闻
389,2021-07-08,神州信息：公司自研发布数字钱包系统目前已服务建设银行、广发银行、北京银行等10余家金融机构,财联社
390,2021-07-08,特斯拉国产Model Y售价27.6万元起 续航525公里,贝壳财经
391,2021-07-08,顶风作案提供滴滴出行下载，这些网站好大胆子！专家提示：当心安全风险,中证报
392,2021-07-08,浙江前女首富4套别墅遭拍卖！数千人围观，无人报名，昔日800亿资产大集团坠落 司法拍卖,中证报
393,2021-07-08,Celestica Sees 30% Jump in 2021 Capital Equipment Revenue,Yahoo
394,2021-07-08,昆明一民营医院在各公立医院雇医托诱骗就诊遭大量举报，被处理 诉讼纠纷,澎湃新闻
395,2021-07-08,谁瞧了都会心动 试驾星越 L 高功四驱版,ZAKER
396,2021-07-08,Borqs Technologies Begins Delivery of Cellular CTA-2045 Products to SkyCentrics for Use by Utility Companies for Smart City Deployment,Yahoo
397,2021-07-08,暑期上线全球端游推荐！暗黑 2 重制版来了，还有神佑释放等网游云集,ZAKER
398,2021-07-08,"GBS, Inc. Announces Closing of Upsized $21.6 Million Initial Public Offering",Yahoo
399,2021-07-08,Double Dose – Health-Focused Company Chooses Celebros Search by Bridgeline,Yahoo
400,2021-07-08,可能是未来最牛的指数之一,包子君
401,2021-07-08,小鹏汽车港股再上市：强势定价储备粮草 做好准备迎接“星辰大海”,新浪
402,2021-07-08,逐梦“社交” 抖音快手图什么？,亿邦动力
403,2021-07-08,利润环比连增+同比暴增41匹盈利白马现身,证券时报网
404,2021-07-08,华泰证券：北新建材(000786.SZ)21Q2业绩强劲，维持“买入”评级,智通财经
405,2021-07-08,北新建材发布半年度业绩预告 上半年净利润17亿元~20亿元,北京商报
406,2021-07-08,中泰证券：北新建材(000786.SZ)石膏板景气度和高端化共振，上调评级至“买入,智通财经
407,2021-07-08,北新建材大涨,新浪
408,2021-07-08,业绩超预期北新建材(000786.SZ)一度涨近7%,格隆汇
409,2021-07-08,晨会0708｜要降准了吗？,中信证券研究
410,2021-07-08,中泰证券：将北新建材评级上调至买进。,新浪
411,2021-07-08,中信证券2021年债市策略会：浙江专场,中信证券研究
412,2021-07-08,多角度看北新建材（000786）：再看北新建材石膏板的行业壁垒,中信证券研究
413,2021-07-08,【北新建材（000786.SZ）】业绩表现超预期，继续看好长期成长——2021年中报业绩预告点评（孙伟风/冯孟乾）,光大证券
414,2021-07-08,中国建材(03323.HK)预计北新建材(000786.CN)六个月净利润介乎17-20亿人民币,财华社
415,2021-07-07,中国建材(03323)：北新建材(000786.SZ)预期中期净利润17亿元至20亿元,智通财经
416,2021-07-07,晚间重要公告2021年7月7日星期三,Wind
417,2021-07-07,北新建材发布上半年预增公告净利润同比增长88.31%~121.50%,证券时报网
418,2021-07-07,北新建材：上半年预计净利润同比增长88.31%~121.54%,Wind
419,2021-07-07,北新建材上半年净利润预增88%-122%,上证报
420,2021-07-07,北新建材上半年净利润同比预增88.3%-121.5%,乐居财经
421,2021-07-07,北新建材：预计上半年净利润同比增长88.31%-121.54%,Wind
422,2021-07-07,北新建材(000786.SZ)上半年净利预增88.31%-121.54%,格隆汇
423,2021-07-07,北新建材：上半年净利同比预增88%-122%,财联社
424,2021-07-07,六大券商周四看好的六大板块,证券之星
425,2021-07-07,[公司]北新建材与科顺股份、凯伦股份设立合资公司 加码防水业务,全景网
426,2021-07-07,深度*行业*防水行业点评：防水龙头设立合资公司 联合集采控本有望,新浪
427,2021-07-07,东兴证券：建材集中度提升趋势下看好消费建材的优秀和龙头公司,Wind
