,2021-12-31,正泰电器：以集中竞价交易方式回购公司股份,资本邦
1160,2018-06-25,"电力设备与新能源行业周报:电动车旺季在即龙头迎反转,制造业投资加速显示工控高景气",东吴证券
1161,2018-06-23,正泰电器：三大战略助力龙头业绩腾飞,国金证券股份有限公司
1162,2018-06-23,电气设备：风光发电潜力巨大 荐16股,中信建投
1163,2018-06-22,正泰电器：关于重大资产重组部分限售股解禁上市流通的公告,上交所
1164,2018-06-22,下周1362亿市值限售股解禁，环比增1.7倍,Wind
1165,2018-06-22,国金证券：正泰电器买入评级,顶尖财经网
1166,2018-06-20,"电力设备行业:风光久旱逢甘露,电车破浪会有时",安信证券
1167,2018-06-19,[增持评级]电力设备新能源行业周报：电动车升级趋势明确 第七批可再生能源补贴目录公布,中财网
1168,2018-06-15,今日上午主力资金流入哪些个股？,证券时报
1169,2018-06-14,105只股即将实施分红（名单）,证券时报
1170,2018-06-13,电气设备新能源行业周报：销量向好、热点频出催生电车行情,中财网
1171,2018-06-12,[推荐评级]电力设备行业投资策略报告：政策换挡下的新能源成长投资,中财网
1172,2018-06-12,[增持评级]电力设备新能源行业周报：新能源乘用车5月销量靓丽 新能源发电第七批补贴目录或将近期发布,中财网
1173,2018-06-12,[买入评级]工控&电力设备行业6月报：工业互联网发展行动计划发布 增量配电改革继续推进,中财网
1174,2018-06-12,[看好评级]电力设备新能源行业周报：推进全额消纳 落实限电改善,中财网
1175,2018-06-11,电力设备与新能源行业6月第2周周报:第六批新能源汽车推广目录发布,证券之星
1176,2018-06-11,"电力设备与新能源行业周报:5月电动车销售超预期,旺季和升级元年带来反转行情",东吴证券
1177,2018-06-11,"新能源与电力设备行业研究:光伏政策影响快速显现,工业互联网迎发展元年",国金证券
1178,2018-06-11,"电力设备行业:政策激发对策,铅华洗尽方见成长",安信证券
1179,2018-06-10,巨丰原创：A股入摩外资助推多股创历史新高 23只成分股吸金70亿,巨丰财经
1180,2018-06-08,多家公司发布增持公告：华东数控等获得力捧,Wind
1181,2018-06-08,晚间重要公告2018年6月8日星期五,--
1182,2018-06-08,正泰电器：副总裁陆川计划增持股份,e公司
1183,2018-06-08,正泰电器：副总裁拟增持50万-200万股,Wind
1184,2018-06-08,"新能源发电2018年中期策略:拥抱龙头,迎接后补贴时代",正点财经
1185,2018-06-08,"电气设备行业:2018需求回落,产业整合即将开始",国联证券
1186,2018-06-07,正泰电器：2017年年度权益分派实施公告,上交所
1187,2018-06-07,正泰电器年报推10派7元 股权登记6月14日,金融界
1188,2018-06-07,[买入评级]电力设备新能源行业2018年下半年投资策略：乘风而上 把握电车、光伏节奏,中财网
1189,2018-06-06,正泰电器：6月5日融资余额为4.76亿元，较前一日骤增6.33%,Wind资讯
1190,2018-06-06,多家光伏上市公司表态：利润仍有较大空间，新政助推龙头“出海”,Wind
1191,2018-06-05,光伏板块持续疲软，阳光电源、隆基股份、通威股份均连续跌停,Wind
1192,2018-06-04,跌停板解密：光伏板块利空现跌停潮！（6月4日）,Wind
1193,2018-06-04,[增持评级]电气设备行业周报：光伏标杆电价下调5分钱 新能源车即将进入新旧补贴换挡期,中财网
1194,2018-06-04,[推荐评级]《关于2018年光伏发电有关事项的通知》点评(新能源行业)：政策波动 行业加速平价上网,中财网
1195,2018-06-04,光伏板块集体下挫，隆基股份等4股相继跌停,Wind
1196,2018-06-04,"电力设备行业:政策意志彰显,光伏巨震影响几何",安信证券
1197,2018-06-04,"电气设备行业关于《关于2018年光伏发电有关事项的通知》的点评:短期需求回落,平价上网进程将加速",证券之星
1198,2018-05-30,电气设备新能源行业周报：强者恒强逻辑持续被验证,中财网
1199,2018-05-28,正泰电器：2017年年度股东大会决议公告,上交所
1200,2018-05-28,[领先大市-A评级]电力设备行业动态分析：以风电消纳为核 造中国电池之芯,中财网
1201,2018-05-28,电力设备行业：边际改善聚焦龙头,顶尖财经网
1202,2018-05-28,"电力设备与新能源行业周报:锂电旺季在即迎反转,风光龙头强者恒强",东吴证券
1203,2018-05-25,电力设备行业周报：能源局公布2018年度风电建设管理相关要求,中财网
1204,2018-05-25,[推荐评级]光伏系列报告(十四)：组件高效化趋势超预期 单晶及高效产品盈利性强,中财网
1205,2018-05-24,低压电器行业发展趋势分析 市场集中度有望提升,前瞻研究院
1206,2018-05-23,电气设备：风光发电潜力巨大 荐16股,中信建投
1207,2018-05-22,40天众筹金额破亿元 正泰电器玩起了“互联网+”转型,浙江在线
1208,2018-05-22,[买入评级]光伏行业2017年总结与2018年展望：行业高速增长 龙头优势强化,中财网
1209,2018-05-22,电力设备行业周报:4月份全社会用电量同比增长7.8%,渤海证券
1210,2018-05-21,电动车旺季在即 工控景气持续向好 4股势不可挡,证券之星
1211,2018-05-21,"电力设备与新能源行业周报:电动车旺季在即迎反转,工控景气持续向好",东吴证券
1212,2018-05-17,[增持评级]电力设备与新能源行业年报总结：17年工控和低压电器贡献主要增长 18Q1继续维持上升态势,中财网
1213,2018-05-17,[推荐评级]2017年光伏行业年报总结：龙头崛起 平价与技术推动行业发展,中财网
1214,2018-05-16,[买入评级]电力设备&工控5月报投资策略：国网充电桩招标量显著提升 工控高景气持续,中财网
1215,2018-05-16,[增持评级]机械工业/电气设备行业深度报告：工控高景气明确、电动车短期扰动不改长期趋势,中财网
1216,2018-05-16,一季度A股光伏企业业绩喜忧参半：单晶硅企业表现分化 逆变器企业高歌猛进,中国能源报
1217,2018-05-16,[增持评级]正泰电器(601877)深度研究：全球低压电器龙头 户用光伏打造新的盈利点,中财网
1218,2018-05-16,[推荐评级]电气设备行业深度研究报告：新能源板块的资产负债表分析框架初探,中财网
1219,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
1220,2018-05-15,[增持评级]新能源板块行业周报：新能源汽车板块基本面向好 依旧看好钴、高镍等细分板块,中财网
1221,2018-05-15,[增持评级]电力设备新能源行业周报：4月新能源车销量再创新高 推进发电权交易继续改善新能源电力消纳水平,中财网
1222,2018-05-14,[增持评级]电气设备行业周报：发电权交易利于新能源与火电共赢 新车型进入渠道铺货期,中财网
1223,2018-05-14,[增持评级]电力设备与新能源行业周报：再议电动乘用车升级 电动车反转正当时,中财网
1224,2018-05-11,[买入评级]正泰电器(601877)公司研究报告：户用风起 拥抱龙头,中财网
1225,2018-05-11,机械工业/新能源板块行业周报：光伏产业18 年装机有望超55GW 关注产业投资机会,中财网
1226,2018-05-10,"光伏行业深度报告:星星之火可以燎原,户用光伏热浪来袭",证券之星
1227,2018-05-09,[增持评级]电力设备与新能源行业周报：电动车抢装火爆 淡季担忧证伪将迎来反转,中财网
1228,2018-05-09,[买入评级]太阳能行业深度研究：光伏进入平价时代 新的十年高速成长期开启,中财网
1229,2018-05-09,[增持评级]机械工业/电气设备行业跟踪报告：工控景气度延续 中长线推荐新能源汽车核心标的,中财网
1230,2018-05-08,[买入评级]电力设备与新能源行业研究周报：硅片价格战成果初现 电池龙头加速出海,中财网
1231,2018-05-08,双轮驱动 正泰电器“成绩单”亮眼 营收及利润双创历史新高,北极星电力
1232,2018-05-07,[强于大市评级]深度*行业*电新行业2017年年报与2018年一季报总结：增长稳健 分化明显,中财网
1233,2018-05-02,"电力设备行业周报:政策护航光伏健康发展,工控进口替代有望加速",渤海证券
1234,2018-04-27,"正泰电器:业绩增长提速,低压电器和户用光伏迎来战略发展期",国金证券
1235,2018-04-26,“低压、光伏”双轮驱动正泰电器营收、净利双创历史新高,美通社
1236,2018-04-26,正泰电器：4月25日融资余额为5.05亿元，较前一日骤增6.64%,Wind资讯
1237,2018-04-26,"正泰电器:低压电器+光伏双主业协同发展,业绩持续增长",东北证券
1238,2018-04-26,"正泰电器深度报告:“正”在提速,“泰”不一样",证券之星
1239,2018-04-25,"正泰电器:低压电器+光伏双轮驱动,业绩提速",国联证券
1240,2018-04-24,电气设备新能源行业周报：风光利好频现 电池装机数据高增长,中财网
1241,2018-04-24,[推荐评级]电力设备与新能源行业周报：暂行管理办法出台 助力分散式风电发展,中财网
1242,2018-04-24,[审慎增持评级]正泰电器(601877)年报及季报点评：业绩超预期 市占率与利润率迎双升,中财网
1243,2018-04-24,[强推评级]正泰电器(601877)点评：业绩超预期增长 打造分布式光伏龙头,中财网
1244,2018-04-24,[买入评级]正泰电器(601877)年报点评：业绩持续增长 “低压电器+新能源”优势明显,中财网
1245,2018-04-24,中银国际：上调正泰电器评级至买入,Wind
1246,2018-04-24,[看好评级]电力设备新能源行业周报：一季度风电光伏数据符合预期 电动车继续看好零部件厂商国际化以及三元高镍化的趋势,中财网
1247,2018-04-24,上调评级至买入策略选股（4月24日）,Wind
1248,2018-04-24,招商证券：正泰电器买入评级,顶尖财经网
1249,2018-04-24,"正泰电器季报点评:一季度业绩超预期,主营业务加速成长",渤海证券
1250,2018-04-24,"正泰电器:年报符合预期,一季度业绩大增,提速进行中",证券之星
1251,2018-04-24,"正泰电器2017年年报业绩点评:低压电器需求回升,户用系统销售助力业绩增长",光大证券
1252,2018-04-23,[同步大势评级]新能源电力设备行业周报：硅料价格仍坚挺 持续看好光伏上游,中财网
1253,2018-04-23,深度！良信电器：垒土成台十九载，开疆拓境赋新篇【安信电新】,电新邓永康团队
1254,2018-04-23,[买入-A评级]正泰电器(601877)年报及季报点评：业绩兑现成长逻辑,中财网
1255,2018-04-23,[买入评级]深度*公司*正泰电器(601877)年报及季报点评：低压电器与光伏双轮驱动 一季报业绩超预期,中财网
1256,2018-04-23,[领先大市评级]电力设备行业周报：看复苏乘风而上 拨迷雾挂挡前行,中财网
1257,2018-04-23,[强于大市评级]深度*行业*电力设备与新能源行业周报：新能源政策利好频传,中财网
1258,2018-04-23,电气设备：电动车继续看好零部件厂商国际化以及三元高镍化的趋势 荐15股,申万宏源
1259,2018-04-23,正泰电器：2017年实现营业收入234.17亿元 同比增长16.13%,北极星电力
1260,2018-04-23,电气设备：新能源政策利好频传,中银国际
1261,2018-04-23,平价视角下的光伏产业链深度解析：技术降本驱动平价 低本质优龙头领跑,中财网
1262,2018-04-23,正泰电器：年报净利增长三成 拟10派7元,金融界
1263,2018-04-23,"正泰电器:双主业齐头并进,打造创新型新能源电力企业",证券之星
1264,2018-04-22,正泰电器：业绩兑现成长逻辑【安信电新·年报&一季报点评】,电新邓永康团队
1265,2018-04-21,正泰电器：低压光伏双主业优势显现 业绩保持稳定增长,中证网
1266,2018-04-21,正泰电器：2017年年度主要财务指标,上交所
1267,2018-04-21,正泰电器：2018年第一季度主要财务指标,上交所
1268,2018-04-21,正泰电器：第七届董事会第十七次会议决议公告,上交所
1269,2018-04-20,正泰电器：一季度净利润同比增70.59%,Wind
1270,2018-04-20,正泰电器：2017年净利润同比增29.98%,Wind
1271,2018-04-20,[看好评级]电力设备与新能源行业事件点评：权限下放地方激发装机 全额分布式开启抢装模式,中财网
1272,2018-04-20,[同步大势评级]电气设备行业动态报告：智能光伏行动计划发布 产业地位获高度认可,中财网
1273,2018-04-20,"电力设备与新能源行业周报:智能光伏行动计划发布,利好光伏技术领先企业",渤海证券
1274,2018-04-18,[强烈推荐-A评级]正泰电器(601877)深度报告：与全球低压电器同行的分析对比,中财网
1275,2018-04-18,"电力设备与新能源周报:新能源汽车需求启动淡季不淡,产业链进入二季度黄金投资期",中投证券网
1276,2018-04-17,[超配评级]电力设备新能源行业投资策略：自下而上 思长久之计,中财网
1277,2018-04-17,[审慎增持评级]正泰电器(601877)深度报告：低压电器王牌 光伏发电翘楚,中财网
1278,2018-04-17,[强于大市评级]深度*行业*电力设备与新能源行业2018年一季度业绩前瞻：行业经营整体向好 细分板块有所分化,中财网
1279,2018-04-16,电气设备：工控新动能效果显现 荐17股,中信建投
1280,2018-04-16,电气设备：风光外部环境改善 荐8股,广发证券
1281,2018-04-16,[增持评级]电力设备与新能源行业周报：电动车和工控持续向好 积极布局龙头,中财网
1282,2018-04-16,[买入评级]正泰电器(601877)深度报告：守“正”出奇 运开久“泰”,中财网
1283,2018-04-16,电气设备新能源行业周报：电车产销两旺 不惧风电短期扰动,中财网
1284,2018-04-16,[强于大市评级]电气设备行业研究周报：海南明确逐步禁售燃油车 光伏技术领跑者基地竞争优选工作方案出台,中财网
1285,2018-04-16,[看好评级]电气行业周报：新能源车3月销量高增长 工控进入扩张新周期,中财网
1286,2018-04-16,[买入评级]工控行业深度报告：制造强国核心 推动转型升级,中财网
1287,2018-04-15,[领先大市-A评级]电力设备行业周报：风已起不畏扰动 势已至龙头争锋,中财网
1288,2018-04-15,[增持评级]电力设备新能源行业周报：3月电池装机龙头效应凸显 高增长的用电量拓宽新能源空间,中财网
1289,2018-04-15,[增持评级]电气设备行业周报：新能源汽车产销维持高增长 内蒙古特高压外送风电基地获批,中财网
1290,2018-04-13,4月13日早间行业热点聚焦,中证网
1291,2018-04-12,"电气设备与新能源行业周报:3月产销超预期和高端乘用车升级,持续看好电动车反转行情",东吴证券
1292,2018-04-10,[看好评级]电力设备新能源行业周报：第三批推荐目录发布 印证三元高镍化趋势,中财网
1293,2018-04-10,电气设备行业周报：风光渐暖 关注电车销量,中财网
1294,2018-04-10,[买入评级]电气设备行业周报：新能源汽车补贴落地 工控市场快速增长,中财网
1295,2018-04-09,[强于大市评级]电气设备行业研究周报：CATL闪电过会 能源局监管强调清洁能源入网与交易,中财网
1296,2018-04-08,[买入评级]电力设备&工控行业4月报：工控景气持续 电改持续推进,中财网
1297,2018-04-04,电气设备行业周报：三元产业链确定性强 新能源发电转暖,中财网
1298,2018-04-04,[领先大市-A评级]电力设备行业动态分析：独角兽CATL上会 迎高端制造之势 享清洁能源之风,中财网
1299,2018-04-03,[增持评级]电力设备新能源行业周报：独角兽CATL上会在即提振情绪 风光需求旺季到来,中财网
1300,2018-04-03,[增持评级]电力设备与新能源行业周报：PMI超预期利好工控 电动车抢装如火如荼,中财网
1301,2018-04-03,[买入评级]电气设备行业投资策略：新能源车布局加速 工控行业景气持续,中财网
1302,2018-04-03,[看好评级]电力设备新能源行业周报：高端插混零售景气印证 重视一线整机厂零部件国产化,中财网
1303,2018-04-02,[推荐评级]电气设备行业点评：降低制造业增值税 加速光伏平价预期,中财网
1304,2018-03-30,国金：资金向价值成长迁移的趋势未变 4月十大金股,金融界
1305,2018-03-28,[推荐评级]电气设备行业点评：印度终止光伏产品反倾销调查 对全球市场形成有力支撑,中财网
1306,2018-03-27,3月27日有27家公司获重要股东增减持 特锐德已被连续增持35次,Wind
1307,2018-03-27,[增持评级]电力设备新能源行业周报：锂业龙头延续高增长,中财网
1308,2018-03-27,[买入评级]电气设备行业投资策略：中美贸易摩擦影响有限 配额制促新能源发展,中财网
1309,2018-03-26,[领先大市-A评级]电力设备行业动态分析：风光不改 大势所趋,中财网
1310,2018-03-26,电气设备：长效机制建立 荐8股,中银国际
1311,2018-03-26,正泰电器：3月23日融资余额为4.58亿元，较前一日骤降10.43%,Wind资讯
1312,2018-03-26,【电新】邹玲玲：可再生能源电力配额：新制度！新起点！-新能源点评05：《可再生能源电力配额及考核办法（征求意见稿）》0324,中泰证券研究所
1313,2018-03-26,光伏分布式发电迎新一轮发展 六股突围拉开序幕,证券日报
1314,2018-03-25,【申万公用环保电新】周观点180325：1-2月用电数据发布增速创7年新高 新能源配额制出台利好风光,申万环保公用
1315,2018-03-25,电气设备：新能源政策频出 荐12股,和讯
1316,2018-03-23,[推荐评级]综合电力设备商行业点评报告：政策升级 分布式发电春意盎然,中财网
1317,2018-03-23,[买入评级]太阳能行业点评：分布式光伏新政的序曲响起 曲调积极,中财网
1318,2018-03-23,【晨会聚焦】价值之选的海螺水泥,中泰证券研究所
1319,2018-03-23,【电新】邹玲玲：风物长宜放眼量：电改下的分布式发电值得期待-新能源点评04：《分布式发电管理办法（征求意见稿）》20180323,中泰证券研究所
1320,2018-03-22,[强于大市评级]1-2月光伏风电数据点评：趋势的力量,中财网
1321,2018-03-22,[看好评级]新能源行业点评：光伏并网数据同比高增 风电反转趋势确立,中财网
1322,2018-03-22,"电气设备行业:2018年1-2月光伏装机容量达到10.87GW,同比增长220%!",证券之星
1323,2018-03-19,电气设备：弃风限电大幅好转 荐16股,中信建投
1324,2018-03-19,3月20日热点板块及个股探秘解析（附股）,中证报
1325,2018-03-19,电气设备：电动乘用车市场全面三元化趋势明显 荐5股,和讯
1326,2018-03-19,[增持评级]电力设备与新能源行业周报：电动车中游生产加码 工控订单持续强劲,中财网
1327,2018-03-19,"电气设备行业:动力电池2月装机同比大增,光伏初现回暖趋势",证券之星
1328,2018-03-18,正泰电器思考之三：管理革新带来长期增长，维持重点推荐【安信电新】,电新邓永康团队
1329,2018-03-16,[买入评级]风电和光伏行业投资策略：限电改善持续 开工日趋回暖,中财网
1330,2018-03-14,电新行业动态点评：风光大不同 储能处初期,中财网
1331,2018-03-13,3月13日晚间重要行业研究汇总(附股),中金在线
1332,2018-03-13,[优异评级]电气设备行业点评：领跑者基地开标 光伏平价渐行渐近,中财网
1333,2018-03-13,[领先大市-A评级]电力设备行业深度分析：掘金低压电器 推荐正泰和良信,中财网
1334,2018-03-13,巨丰早评：科技股有望继续冲高,巨丰财经
1335,2018-03-13,"电力设备与新能源行业周报:电动车销售大增升级在即,工业互联网抢占制高点",东吴证券
1336,2018-03-13,"电力设备行业:风驰电掣,万象更新",安信证券
1337,2018-03-12,【解盘论市】今日神创嫣然一笑，大小题材大展风采,Wind
1338,2018-03-12,正泰电器涨停 报于26.36元,金融界
1339,2018-03-12,数据王：钴与锂价格双升 超20亿资金流入3只龙头股,巨丰财经
1340,2018-03-12,[增持评级]电力设备新能源行业周报：新能源汽车2月产销持续强劲 2018年能源工作方向明确,中财网
1341,2018-03-12,[增持评级]电力设备与新能源行业周报：电动车销售大增升级在即 工业互联网抢占制高点,中财网
1342,2018-03-12,"电力设备新能源第10周周报:新能源车产销同比高增长,光伏产品价格趋稳市场逐步回暖",证券之星
1343,2018-03-10,电气设备：电改持续推进 荐4股,广发证券
1344,2018-03-09,[领先大市-A评级]新能源设备行业快报：清洁能源转型与改革,中财网
1345,2018-03-09,多重利好助力核电板块崛起 6股有望再接再厉,证券日报
1346,2018-03-08,[强于大市评级]电气设备行业点评：聚焦光伏扶贫：能源局再下15GW村级电站指标,中财网
1347,2018-03-07,产业资本趁低位增持 十大增持王暗藏升机(名单),投资快报
1348,2018-03-07,"电力设备新能源行业周报:新能源汽车继续看好高端三元,光伏需求逐渐复苏",申万宏源
1349,2018-03-06,[买入评级]太阳能行业点评：光伏平价上网 比预期来得更快一些,中财网
1350,2018-03-05,[增持评级]电力设备新能源行业周报：新能源车加速回暖 看好风电行业反转,中财网
1351,2018-03-05,[买入评级]电气设备行业投资策略：PMI呈扩张态势 光伏节后装机步入正轨,中财网
1352,2018-03-05,[强于大市评级]电气设备行业研究周报：光伏电池价格止跌 国内动力电池供应全球,中财网
1353,2018-03-05,从工业互联网的角度，再思考国电南瑞与正泰电器【安信电新】,电新邓永康团队
1354,2018-03-05,电气设备：再思考国电南瑞与正泰电器 荐2股,安信证券
1355,2018-03-05,[增持评级]电力设备与新能源行业周报：高端制造聚焦工业互联网 电动乘用车迎来消费升级,中财网
1356,2018-03-05,【电力设备与新能源|邵晶鑫团队太平洋证券】关注新能源车2月销量，风电光伏回暖趋势,太平洋证券研究
1357,2018-03-04,【长江电新-周观点】时来易失，赴机在速,微信
1358,2018-03-01,[买入评级]电气设备行业简评：河北将试点分布式光伏市场化交易 利好光伏行业发展,中财网
1359,2018-03-01,[中性评级]电力设备行业周报：新能源是趋势 龙头企业优势大,中财网
1360,2018-03-01,[中性评级]电力设备行业点评：春节期间电力设备板块动态情况和中短期市场观点,中财网
1361,2018-03-01,国金晨讯 | 出境游市场区域分化数据剖析和空间测算/新三板关注高并购价值标的/IMAX China业绩超预期/仙琚制药制剂端高增,国金证券研究所
1362,2018-03-01,中泰证券3月各行业观点及重点推荐标的-20180228,中泰证券研究所
1363,2018-02-28,上海证券市场大宗交易公开信息(2018-02-28),顶尖财经网
1364,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
1365,2018-02-26,【电力设备与新能源|邵晶鑫团队太平洋证券】新能源车行情已至，电网投资看好配用电,太平洋证券研究
1366,2018-02-25,【申万公用环保电新】周观点180225：水电量价向好低估值高股息值得配置，提示新能源汽车产业链春季行情提前建议加配,申万环保公用
1367,2018-02-25,电气设备：全球生产自动化加速 荐4股,广发证券
1368,2018-02-25,【长江电新-周观点】行情如期而至，新能源风口长存,微信
1369,2018-02-24,[强于大市评级]深度*行业*电力设备与新能源行业周报：新能源汽车补贴退坡落地,中财网
1370,2018-02-23,四连阳中产业资本增持近11亿元 4只低估值绩优股价值凸显,证券日报
1371,2018-02-23,电力设备与新能源行业2月第3周周报:新能源汽车补贴退坡落地,证券之星
1372,2018-02-23,"电力设备与新能源行业研究:光伏、电车节后将全力开工,基本面回暖趋势明确",国金证券
1373,2018-02-22,本周解禁市值981亿元 为年内偏高水平,证券时报
1374,2018-02-13,[看好评级]新能源行业周报：行业处于低谷 可逐步布局,中财网
1375,2018-02-12,[强于大市评级]深度*行业*电力设备与新能源行业周报：新能源汽车国内1月产销同比增长逾4倍,中财网
1376,2018-02-12,[看好评级]电新行业2017年重点公司年报前瞻：业绩继续逐季改善 一季度风电与新能车确定性较高,中财网
1377,2018-02-12,[买入评级]电气设备行业投资策略：新能源车产销高增长 国网营收双提升,中财网
1378,2018-02-12,【晨会聚焦】钴和锂的配置时机；银行核心财务指标稳健上行,中泰证券研究所
1379,2018-02-12,电力设备新能源行业周报:新能源汽车1月产销两旺2018Q1关注风电确定性增长,申万宏源
1380,2018-02-11,【长江电新-周观点】潮退珍珠见，淡季当布局,长江电力设备新能源
1381,2018-02-11,电气设备：制造业维持高景气度 荐10股,东吴证券
1382,2018-02-09,券商评级:沪指低开低走大跌逾4% 9股聚焦,证券之星
1383,2018-02-09,正泰电器:低压电器重回高增长,国金证券
1384,2018-02-08,正泰的“融合”术：从小作坊到年营收500亿,中国经营网
1385,2018-02-07,正泰电器：关于发行股份购买资产并募集配套资金暨关联交易之募集配套资金非公开发行限售股份解禁并上市流通,上交所
1386,2018-02-07,"正泰电器首次覆盖报告:低压龙头,“新能源”带来“新动力”",正点财经
1387,2018-02-07,国轩高科（002074）：获大运汽车7.5亿大单，员工持股建立激励机制,电新产业研究
1388,2018-02-07,[看好评级]新能源行业周报：行业景气度仍处于低谷,中财网
1389,2018-02-07,券商首次关注2股并给予买入评级(2月7日),Wind
1390,2018-02-07,国金晨讯 | 正泰电器低压电器重回高增/德联集团掘金汽车后市场，关注新高教集团及睿见教育进入港股通，中教控股进入恒生综合指数,国金证券研究所
1391,2018-02-06,[买入评级]电气设备&工控行业月刊·第2期：2017年电力消费回暖 智能制造稳步推进,中财网
1392,2018-02-05,研报精选 6股值得关注（2.5）,中金在线
1393,2018-02-05,[强于大市评级]电气设备行业研究周报：2018年第一批《目录》彰显车企应对手段 隆基股份降价缩小单多晶价差,中财网
1394,2018-02-05,[增持评级]电力设备与新能源行业周报：电动车1月合格证数大幅提升 制造业PMI依旧高景气,中财网
1395,2018-02-05,[增持评级]机械工业/新能源板块行业周报：销量同比大增 新能源汽车或企稳反弹,中财网
1396,2018-02-05,【太平洋证券 今日早读】电新行业点评|化工-染料、拓斯达深度报告|生益科技、浙江交科、润和软件等公司点评（20180205）,太平洋证券研究
1397,2018-02-05,【正泰电器*曾朵红团队】股权激励员工和经销商 出售光伏电站低压电器后周期复苏,东吴研究所
1398,2018-02-04,【安信电新】新能源专题报告之三：户用光伏：饕餮盛宴，始于2017！（2017.11.07发布）,电新邓永康团队
1399,2018-02-04,电气设备：制造业PMI依旧高景气 荐10股,东吴证券
1400,2018-02-04,电气设备：继续看好风电复苏 荐5股,中泰证券
1401,2018-02-02,正泰电器：经销商、员工持股 利益捆绑助发展,中证网
1402,2018-02-01,【安信电新】正泰电器思考之二：低压电器市占率提升有望加速（2017.11.19发布）,电新邓永康团队
1403,2018-02-01,【安信电新】正泰电器思考之一：传统行业白马底部获得成长属性，继续看好投资价值（2017.10.29发布）,电新邓永康团队
1404,2018-02-01,【安信电新】深度！正泰电器：低估值，增长加速，新品、新材料、户用光伏亮点频现（2017.10.10发布）,电新邓永康团队
1405,2018-02-01,【安信电新】正泰电器：激励落地后的正泰值得重点关注,诸海滨科新先声
1406,2018-02-01,中泰证券2月重点推荐标的,微信
1407,2018-01-31,[看好评级]新能源行业周报：中国新能源数据引领全球,中财网
1408,2018-01-31,[买入评级]电力设备与新能源行业研究周报：光伏风电建设高歌猛进 替代传统能源进程已经开启,中财网
1409,2018-01-31,[强烈推荐-A评级]正泰电器(601877)点评：经销商与集团员工通过持股计划增持公司股份,中财网
1410,2018-01-31,99股获券商买入评级，酒鬼酒目标涨幅达87.14%,Wind
1411,2018-01-30,1月30日有39家公司获重要股东增减持 易联众已被连续增持30次,Wind
1412,2018-01-30,【招商研究】每日复盘与晨会精要（0130）：资金较为谨慎,招商策略研究
1413,2018-01-30,【安信电新】正泰电器：员工和经销商激励落地，核心渠道优势增强,诸海滨科新先声
1414,2018-01-30,光伏发电市场规模快速扩大，关注分布式龙头,第一财经
1415,2018-01-30,"电气设备行业周报:分布式光伏突飞猛进,风电景气逐步回升",证券之星
1416,2018-01-29,一财研选｜极端天气煤耗居高不下，限产解除预期推动板块向好！,第一财经
1417,2018-01-29,【安信电新】正泰电器：基本面没有变化，继续坚定推荐！,诸海滨科新先声
1418,2018-01-29,"电力设备与新能源行业周报:电动车补贴政策接近落地,制造业投资加速利好工控",东吴证券
1419,2018-01-28,电气设备行业获资金关注 六股望爆发在即,中证报
1420,2018-01-27,电气设备行业获资金关注 龙头股优势明显,中证报
1421,2018-01-27,基金2017年第四季度投资偏好解密 配置重心围绕家电等五行业,证券日报
1422,2018-01-26,"电力设备与新能源行业研究周报:传统能源加速拥抱光伏,新能源车补贴落地临近",国金证券
1423,2018-01-25,新能源行业周报:2018年是规模化、降成本的关键一年,信达证券
1424,2018-01-24,【招商研究】每日复盘与晨会精要（0124）：上证50有放量滞涨迹象,招商策略研究
1425,2018-01-23,多达55只基金重仓股超10%红线，最高超50%，背后有这两大原因！,--
1426,2018-01-23,天风证券股份有限公司,中证网
1427,2018-01-22,电气设备：板块波动明显 建议配置龙头,中银国际
1428,2018-01-22,【太平洋证券 今日早读】光伏、风电行业点评| 西藏珠峰、鞍钢股份、景旺电子、利尔化学等公司点评|机械行业点评（20180122）,太平洋证券研究
1429,2018-01-21,"正泰电器:EPC项目再签大单,“光伏﹢低压电器”共同推动业绩稳健增长",中证网
1430,2018-01-17,电气设备：继往开来 荐12股,中泰证券
1431,2018-01-16,晚间重要公告2018年1月16日星期二,--
1432,2018-01-16,正泰电器：下属企业中标1.47亿美元海外光伏项目,e公司
1433,2018-01-16,正泰电器：全资孙公司中标埃及1.47亿美元光伏EPC项目,Wind
1434,2018-01-15,电力设备与新能源行业周报：电动车全年销量略超预期一季度景气度同比高增长,中财网
1435,2018-01-14,电气设备：新能源车产销数据亮眼 荐5股,安信证券
1436,2018-01-10,电力行业研究报告：分布式光伏成为撬动产业新支点,中财网
1437,2018-01-10,机械工业行业周报：新能源汽车或进入抢装期中游景气提升,中财网
1438,2018-01-10,中信建投证券光伏行业周报20180109,中财网
1439,2018-01-09,电气设备：新能源发电主要关注分散式风电和光伏扶贫的投资机会 荐6股,华鑫证券
1440,2018-01-09,风电和光伏1月刊：政策持续支持行业保持增长,中财网
1441,2018-01-09,电气设备行业投资策略：风光维持高景气输配电价监管完善,中财网
1442,2018-01-09,"电力设备新能源行业周报:直流特高压获国家科学进步奖特等奖,新能源发电主要关注分散式风电和光伏扶贫的投资机会",中国网
1443,2018-01-08,深度*行业*电新行业2018年度投资策略：风光势再起电车塑格局,中财网
