,2021-12-31,中国电信携手中国信通院 深耕城市发展、产业升级和网信安全领域,--
1639,2021-08-11,小摩：维持中国电信(00728)“增持”评级 目标价上调11.1%至5港元,智通财经
1640,2021-08-11,富时中国A50收跌0.6%：多重因素提振房产板块 储能掀起涨停潮,证券之星
1641,2021-08-11,速领！中国电信联合京东国际美妆、京东图书、京车会送818大礼,砍柴网
1642,2021-08-11,野村：上调中国电信目标价至4.1港元评级买入,理财18
1643,2021-08-11,光大证券：维持中国电信(00728)“买入”评级 目标价4.3港元,智通财经
1644,2021-08-11,中兴通讯AH股均跌8% 中国电信上半年资本支出270亿元低于预期,格隆汇
1645,2021-08-11,瑞银：重申中国电信(0728.HK)买入评级 目标价升至4.5港元,格隆汇
1646,2021-08-11,【港股通】中国电信(00728)午后升幅扩大至5.88% 获野村、花旗升目标价,和讯
1647,2021-08-11,野村：维持中国电信(00728)“买入”评级 目标价升17%至4.1港元,智通财经
1648,2021-08-11,汇丰研究：维持中国电信(00728)“买入”评级 目标价升5.2%至4港元,智通财经
1649,2021-08-11,中国电信涨超6% 获瑞银重申其买入评级,新浪
1650,2021-08-11,港股异动︱中国电信(00728)涨超6% 瑞银重申其“买入”评级并升目标价8.4%至4.5港元,智通财经
1651,2021-08-11,亚信科技CEO：5G专网将迎来大规模发展,第一财经
1652,2021-08-11,“肉签”变“牙签”！中国电信中签号超536万个，买A股不如买H股,中国财富网
1653,2021-08-11,大行评级 | 野村：维持中国电信(0728.HK)买入评级 目标价升至4.1港元,格隆汇
1654,2021-08-11,中国电信拉升涨超4% A股战略配售引入20家战略投资人,新浪
1655,2021-08-11,中国电信战略配售结果出炉！ 华为B站等20家公司狂买52亿股,时代财经
1656,2021-08-11,中国电信(0728.HK)拉升涨超4% A股战略配售引入20家战略投资人,格隆汇
1657,2021-08-11,花旗：维持中国电信(00728)“买入”评级 目标价升2.4%至4.15港元,智通财经
1658,2021-08-11,瑞银：重申中国电信(00728)“买入”评级 目标价升8.4%至4.5港元,智通财经
1659,2021-08-11,【异动股】中国电信(00728.HK)涨3.11%,财华社
1660,2021-08-11,资本垂青的政务云市场 缘何偏爱设备云厂商？,中国IDC圈
1661,2021-08-11,安恒信息发布对外投资的公告 投资金额5亿元,电鳗快报
1662,2021-08-11,中国电信回A曝光豪华战配天团，“超级巨无霸”上半年盈利177亿元,资本邦
1663,2021-08-11,高盛：重申中国电信(00728)“买入”评级 目标价微升至3.8港元,智通财经
1664,2021-08-11,国信证券：维持中国电信(00728)“买入”评级 借力A股发行构建新发展格局,智通财经
1665,2021-08-11,【券商聚焦】高盛微升中国电信(00728)目标价2.7% 指季绩超预期,和讯
1666,2021-08-11,【港股通】中国电信(00728)涨2.77% 中期溢利增27.2%并拟上调股息,和讯
1667,2021-08-11,中国电信（0728.HK）财报点评：业务全面向好，加速推进科技创新和企业变革,国信研究
1668,2021-08-11,08.11股市早8点丨日成交1.3万亿而日融资1.7万亿,中金在线
1669,2021-08-11,基金早班车|多方利好因素共振，军工火力全开抢占“C位”,金融界
1670,2021-08-11,智通港股通占比异动统计|8月11日,智通财经
1671,2021-08-11,【IPO】中国电信：网上发行中签率为0.956%,IT时代网
1672,2021-08-11,8月11日新股提示：信濠光电申购 长远锂科等上市 中国电信等中签号出炉 普冉股份公布中签率,上证报
1673,2021-08-11,财经早报：多城楼市调查二手房降价渐成趋势 1只新股今日申购,新浪
1674,2021-08-11,电信巨头半年净赚177亿元！国家大基金二期、华为、B站等20家机构参与战略配售,中证报
1675,2021-08-11,股海导航 8月11日沪深股市公告提示,新浪
1676,2021-08-11,【东吴晨报0811】【策略】【固收】【个股】长安汽车、天正电气、神马电力、国茂股份、福莱特、华东医药、通策医疗、中国电信,东吴研究所
1677,2021-08-11,【山证早班车】山西证券：晨会纪要（20210811）,山西证券研究所
1678,2021-08-11,中国电信上半年净利润同比增长27.2% 20家机构参与战略配售,中证网
1679,2021-08-11,中国电信H股价格更低 买中国电信A股不如买其H股,搜狐
1680,2021-08-11,A股头条：氢能板块迎利好，储能板块妖股再遭停牌核查，美参议院通过基建法案,金融界
1681,2021-08-11,事件驱动早报8-11：上半年商业银行业绩亮眼；储能行业再获政策扶持,华创证券研究
1682,2021-08-11,中国电信上半年盈利177亿元 回A上市引入华为等战略投资者,上证报
1683,2021-08-11,中国电信上半年净利同比增27.2% 5G应用场景需求呈爆发式增长,证券日报
1684,2021-08-11,史上最豪华战配天团：国家大基金出手！华为砸下10亿连 B站都花了5亿,中国基金报
1685,2021-08-11,开奖了！中国电信中签号超536万个，你中了吗！股价不看好？华为B站等20家公司狂买52亿股,券商中国
1686,2021-08-10,智通港股公告精选︱(8.10) 移动通信服务用户规模和价值齐升 中国电信上半年净利润177亿元 同比增长27.2%,智通财经
1687,2021-08-10,中国电信A股IPO：华为、国家大基金等20家获战略配售,第一财经
1688,2021-08-10,浙商张建民||中国电信深度：均衡&创新奠定领先优势,微信
1689,2021-08-10,天翼云2021上半年营收超2020全年收入 增速破百,C114通信网
1690,2021-08-10,536万个中奖号！A股近十年最大IPO中签号出炉,证券时报
1691,2021-08-10,兑奖了！中国电信中签号码超536万个,中新经纬
1692,2021-08-10,科创板晚报|工信部：提前布局氢内燃机相关标准预研拟 GIC减持中芯国际,财联社
1693,2021-08-10,中国电信：芯片短缺影响上半年5G建设，已解决问题下半年提速,C114通信网
1694,2021-08-10,公告精选：恒大集团正在与第三方投资者探讨出售资产；上能电气停牌核查,e公司
1695,2021-08-10,深信服(300454.SZ)：与中国电信签订战略合作协议,格隆汇
1696,2021-08-10,中国电信公示战略配售结果：大基金二期、华为等20家公司入围,C114通信网
1697,2021-08-10,深信服(300454.SZ)拟获中国电信A股IPO配售1.1亿股,智通财经
1698,2021-08-10,中国电信披露战略配售结果 多家上市公司入围,证券时报网
1699,2021-08-10,深信服：与中国电信签订战略合作协议 并拟5亿元参与其战略配售,财联社
1700,2021-08-10,深信服(300454.SZ)拟与中国电信在云计算、网络安全等业务领域加强合作,智通财经
1701,2021-08-10,安恒信息：拟5亿元参与中国电信首次公开发行战略配售,中证网
1702,2021-08-10,公告精选：恒大集团正在与第三方投资者探讨出售资产；新乡化纤上半年净利同比增2491%,e公司
1703,2021-08-10,广西打造首个5G+智慧民宿酒店生态圈；中国铁塔助力17处冬奥场馆5G信号全覆盖 | 36氪5G创新日报0810,36氪
1704,2021-08-10,中国电信：国家集成电路产业投资基金二期等参与A股IPO战略配售,上证报
1705,2021-08-10,安恒信息(688023.SH)拟参与认购中国电信首次公开发行战略配售,智通财经
1706,2021-08-10,兑奖了！中国电信中签号出炉，有望成近10年最大IPO,第一财经
1707,2021-08-10,中国电信：华为B站等20家战投最终获配51.83亿股,财联社
1708,2021-08-10,中国电信中签号出炉 中签号码共有5363444个,上证报
1709,2021-08-10,芯片短缺影响5G建设，中国电信称下半年将快建设进度,第一财经
1710,2021-08-10,中国电信(601728.SH)披露中签结果：中签号码共有536.34万个,格隆汇
1711,2021-08-10,中国电信：A股IPO战略配售结果出炉,财联社
1712,2021-08-10,东方明珠：参与中国电信A股IPO的战略配售 获配约1.1亿股,财联社
1713,2021-08-10,【太平洋通信李宏涛||每日观察】20210810,永不消失的电磁波
1714,2021-08-10,粤开策略：每日数据跟踪,新浪
1715,2021-08-10,A股近十年最大IPO中签号出炉：中国电信中签号超536万个,财联社
1716,2021-08-10,中国电信：公司A股中签号码536.3万个，华为等20家战投获战略配售,Wind
1717,2021-08-10,东方明珠：拟5亿元参与中国电信A股IPO战略配售,e公司
1718,2021-08-10,中国电信上半年实现净利润177亿元 上调全年核心业绩指引,e公司
1719,2021-08-10,东方明珠(600637.SH)：参与中国电信A股IPO的战略配售 获配约1.1亿股,格隆汇
1720,2021-08-10,中国电信披露上半年数据 天翼云增速破百,凤凰网
1721,2021-08-10,中国电信：上半年实现净利润177亿元 资本开支达270亿元,中证网
1722,2021-08-10,中国电信上半年营收、净利润双增长 三大业务齐“亮剑”,上证报
1723,2021-08-10,东方嘉盛：目前公司在供应链运营场所的试点基站已建设完成,Wind
1724,2021-08-10,中国电信上半年盈利177亿5G用户1.31亿 A股IPO引入“绿鞋”机制中签率达0.9563%,长江商报
1725,2021-08-10,中国电信回A上市首发财报：上半年营收、净利润均大幅增长,经济观察报
1726,2021-08-10,中青宝：中国电信在上交所上市对公司业务暂无影响,Wind
1727,2021-08-10,中国电信披露半年数据：业务可圈可点、业绩多点开花,证券时报网
1728,2021-08-10,【券商聚焦】东吴证券首予中国电信(00728)买入评级 料新业务驱动业绩、估值双击,和讯
1729,2021-08-10,中国电信5G前传CWDM环行器半有源系统定制采购：江苏永鼎中标,C114通信网
1730,2021-08-10,中青宝：中国电信在上交所上市对公司业务暂无影响,每日经济新闻
1731,2021-08-10,营收、净利双双大增 中国电信做对了什么？,凤凰网
1732,2021-08-10,中国电信上半年净利润177亿元 5G套餐用户渗透率达36.2%,中国网
1733,2021-08-10,通信运营系列报告运营商系列一：中国电信即将回A 运营商开启云网融合新时代,华安证券
1734,2021-08-10,通信行业三大巨头2020年固定资产折旧对比,和讯
1735,2021-08-10,东吴证券：首予中国电信(00728)“买入”评级 云计算及IDC优势显着有望带动估值提升,智通财经
1736,2021-08-10,【港股通】中国电信(00728)午后涨1.39% 中期净利润增27.2%,和讯
1737,2021-08-10,中国电信上半年净利润177亿元，5G套餐用户达1.31亿户,第一财经
1738,2021-08-10,中国电信上半年5G资本开支110.5亿元，全年370亿计划不变,C114通信网
1739,2021-08-10,中国电信(0728.HK)拉升 上半年净利同比增27.2%好于预期,格隆汇
1740,2021-08-10,中国电信：上半年净利润为177亿元 同比增长27.2%,金融界
1741,2021-08-10,【行情】中国电信直线拉涨，现涨超2%，上半年净利润同比增长27.2%，好于市场预期,金十数据
1742,2021-08-10,中国电信上半年实现净利177亿元 5G套餐用户达1.31亿户,中新经纬
1743,2021-08-10,中国电信：上半年营收2192亿元，同比增长13%,21世纪经济报道
1744,2021-08-10,中国电信(00728.HK)中期净利润增长27.2%至人民币177.43亿元,财华社
1745,2021-08-10,【港股通】中国电信(00728)上半年净利升27.2%至177.43亿元人民币 不派息,和讯
1746,2021-08-10,中国电信(00728.HK)上半年纯利升27.2%至177亿元 5G套餐用户达1.31亿户,格隆汇
1747,2021-08-10,中国电信上半年营收2192亿元 净利润177.4亿元,新浪
1748,2021-08-10,移动通信服务用户规模和价值齐升 中国电信(00728)上半年净利润177亿元 同比增长27.2%,智通财经
1749,2021-08-10,中国电信：上半年营收同比增长13.1%,第一财经
1750,2021-08-10,中国电信：上半年净利润177.4亿元人民币,金十数据
1751,2021-08-10,中国电信：2021年上半年营收2192亿元，去年同期1938.03亿元,金十数据
1752,2021-08-10,东吴证券：给予中国电信H股“买进”的初始评级,36氪
1753,2021-08-10,行业碎碎念：中国电信8月9日A股申购，关注度如何？,搜狐
1754,2021-08-10,“最容易中签”的新股中国电信上市 什么时候买他才合适呢？,中财网
1755,2021-08-10,【业绩预告】今日中国电信(00728)、九龙仓集团(00004)等放榜,和讯
1756,2021-08-10,智通港股通占比异动统计|8月10日,智通财经
1757,2021-08-10,8月10日新股提示：普冉股份申购 圣泉集团上市 壹石通等中签号出炉 中国电信等公布中签率,上证报
1758,2021-08-10,5G创新应用落地提速,文汇报
1759,2021-08-10,08.10 早参｜分化行情下的超跌反弹,华福小福牛
1760,2021-08-10,今日视点：中国电信顺利发行消减A股不确定性疑虑,证券日报
1761,2021-08-09,痛失2000亿投行大单，中信证券加速跌落,新浪
1762,2021-08-09,中国电信(00728)A股首次公开发行网上中签率为0.95629301%,智通财经
1763,2021-08-09,今年最易中签新股 中国电信今日申购：中签率近1%,快科技
1764,2021-08-09,中国电信(00728.HK)A股发行中签率为0.95629301%,格隆汇
1765,2021-08-09,超额配售全部行使 中国电信网上发行最终中签率为0.96%,中证网
1766,2021-08-09,中国电信柯瑞文：正积极推动农村地区700M共建共享,C114通信网
1767,2021-08-09,【IPO透视】电信“回A”意味着什么？,财华社
1768,2021-08-09,十万亿级的5G时代还有多远？十大应用正打开想象力,21世纪经济报道
1769,2021-08-09,541亿！近10年最大IPO来了，中国电信启动申购，港股已涨14%,21世纪经济报道
1770,2021-08-09,中国电信中签率出炉 将与联通、移动上演A股“三国杀”,红周刊
1771,2021-08-09,中国电信以“历史最佳姿态”回归A股,新浪
1772,2021-08-09,通信电子行业周报：看好通信板块中期行情 半导体波动中掘金,光大证券
1773,2021-08-09,中国电信(601728.SH)回拨后网上发行中签率为0.9563%,智通财经
1774,2021-08-09,中国电信柯瑞文：珍惜、用好资本市场每一分钱,C114通信网
1775,2021-08-09,中国电信：回拨后公司A股本次网上发行中签率为0.95629%,Wind
1776,2021-08-09,非银金融行业跟踪：海外市场数据或影响市场流动性预期 保险板块布局正当时,新浪
1777,2021-08-09,541亿！近十年最大IPO来了：中国电信今日启动申购，回A公布后港股已涨14%,21世纪经济报道
1778,2021-08-09,顶住电信申购压力拉涨，也有不完美！,中金在线
1779,2021-08-09,财报周来袭：联想集团、港交所、中国电信最受关注,东方网
1780,2021-08-09,中国电信今日开启A股申购，明日将发布半年财报,通信世界网
1781,2021-08-09,今年以来新股募资金额超3000亿元,证券时报网
1782,2021-08-09,5G三期集采落幕未来3至5年将是红利释放期,中国经营报
1783,2021-08-09,原中国移动董事长称5G网络共建共享是一个创举 未来仍是趋势,C114通信网
1784,2021-08-09,李志林丨锂电池新能源芯片大跌，机构换赛道主板走强,中金在线
1785,2021-08-09,新股日历： 格科微等今日申购,搜狐
1786,2021-08-09,巨丰午评：沪指涨0.9% 大金融板块集体护盘,巨丰财经
1787,2021-08-09,[新股]中国电信今日申购 申购价4.53元每股,全景网
1788,2021-08-09,每经IPO周报第23期|创业板注册制首现回复超时被终止审核企业；证监会出手剑指机构打新“抱团报价”,每日经济新闻
1789,2021-08-09,通讯巨头中国电信上市，大盘难有良好表现,中金在线
1790,2021-08-09,大公司早报｜SOHO中国被购案获立案审查 阿里公布女员工事件处理决定,观察者网
1791,2021-08-09,中国电信今日正式申购，将成A股史上第五大IPO，将引入“绿鞋”机制,和讯
1792,2021-08-09,新股指南：中国电信8月9日开始申购，发行价格4.53元,搜狐
1793,2021-08-09,【异动股】中国电信(00728.HK)跌3.08%,财华社
1794,2021-08-09,史上最容易中签新股来了 ，中国电信今日发行！,证券之星
1795,2021-08-09,新股日历丨今日新股申购：金鹰重工 中国电信 恒盛能源 格科微,国融证券资讯
1796,2021-08-09,千亿巨无霸中国电信今日打新，募资额或超540亿,证券时报
1797,2021-08-09,紫光国微：“牵手”中国电信，打造智慧化数据管理,中金在线
1798,2021-08-09,【新股】中国电信、格科微、恒盛能源、金鹰重工今日发行,国信证券证券金融事业部
1799,2021-08-09,顶格申购，100%中签的新股来了！千亿巨无霸中国电信今日打新,证券之星
1800,2021-08-09,盘前情报丨中国电信今日申购，哪些概念股受益？,21世纪经济报道
1801,2021-08-09,智通港股通占比异动统计|8月9日,智通财经
1802,2021-08-09,"顶格申购100%中签！千亿巨无霸今日打新，募资额或超540亿，两只""肉签""芯片股也来了",券商中国
1803,2021-08-09,顶格或中40签！史上最容易中签新股来了？就在今日,证券时报
1804,2021-08-09,8月9日新股提示：中国电信等申购 正和生态中签号出炉 壹石通等公布中签率,上证报
1805,2021-08-09,中国电信今日申购 顶格申购需配市值3118万元,上证报
1806,2021-08-09,今日申购：中国电信、恒盛能源、格科微、金鹰重工、嘉美转债,国盛证券
1807,2021-08-09,犀牛财经早报：阿里巴巴公布处理决定 字节跳动否认重启上市,GPLP犀牛财经
1808,2021-08-09,新股发行与上市一览（8月9日）,Wind
1809,2021-08-09,中国电信来了，或成年内最容易中签的新股，会存在破发风险吗？ 连续下跌,搜狐
1810,2021-08-09,早知道：今日可申购中国电信；多家上市猪企公布7月销售数据,e公司
1811,2021-08-09,新股提示：金鹰重工、恒盛能源、格科微、中国电信今日申购,e公司
1812,2021-08-09,东北证券【新股】8月9日金鹰重工、中国电信等申购，正和生态、云创数据等缴款,东北证券金融世界
1813,2021-08-09,8月9日四大证券报头版头条内容精华摘要,新浪
1814,2021-08-09,一周前瞻丨中国电信申购开启，千亿解禁潮来袭，十大券商研判市场走势,21世纪经济报道
1815,2021-08-09,【经纬早班车】机构预测中国7月CPI涨幅将继续回落，中国电信A股将开启申购,中新经纬
1816,2021-08-09,史上最容易中签新股来了，顶格申购或中46签！,Wind
1817,2021-08-09,A股头条：A股史上第五大IPO中国电信申购 “深房理”调查取得阶段性进展,金融界
1818,2021-08-09,巨丰早评：巨无霸申购对市场情绪有负面影响,巨丰财经
1819,2021-08-09,中国电信今申购 三大运营商即将会师A股,证券日报
1820,2021-08-08,【安信中小盘】金鹰重工、格科微、恒盛能源、中国电信-次新股资讯0808,AX中小盘研究
1821,2021-08-08,【中信建投|阎贵成&武超则团队】中国移动完成5G模组集采，全球企业云市场需求强劲（周报2021年第31期）,建投通信研究
1822,2021-08-08,下周重磅日程：中美7月通胀数据，A股迎中报密集披露周,华尔街见闻
1823,2021-08-08,见证历史！史上最容易中签新股来了，顶格申购或中40多签，还有2只芯片股也来了,中国基金报
1824,2021-08-08,每经19点 | 中国电信明日正式申购，将成A股史上第五大IPO；武汉两地调整为中风险地区；梅西正式告别巴萨,每日经济新闻
1825,2021-08-08,A股史上第五大IPO 中国电信将于下周一进行新股申购,财联社
1826,2021-08-08,就在明天，A股史上第五大IPO！还有“一签赚十万”的大肉签,中证报
1827,2021-08-08,思维财报|央视发声 “缺芯”不是“炒芯”的理由 “消费电子茅”下周解禁超300亿元 解禁,投资者网
1828,2021-08-08,【重磅前瞻】CPI、PPI同比将公布；国内成品油新一轮调价窗口开启,中新经纬
1829,2021-08-08,【重磅前瞻】CPI、PPI同比将公布；成品油调价窗口开启；A股迎中报密集披露周,中新经纬
1830,2021-08-08,【新股信息】8月9日 金鹰重工（301048）、中国电信（601728）、恒盛能源（605580）、格科微（688728）申购,银河股票资讯
1831,2021-08-08,通信设备及服务行业：中国电信回A获批 通信下半年三条主线布局,新浪
1832,2021-08-08,【国君通信】中国电信A股9日发行，华为追求有质量地发展（周观点0802-0808）,微信
1833,2021-08-08,通信周报2021年第31期：中国移动完成5G模组集采 全球企业云市场需求强劲,新浪
1834,2021-08-08,中国电信有望成10年最大IPO 证监会要对“抱团压价”动手了？（附IPO排队名单）,全景网
1835,2021-08-07,下周又将迎来9只新股，这家巨无霸公司有望成近10年最大IPO,财联社
1836,2021-08-07,资本邦IPO周报：7家企业全员过会，中国电信即将开启申购,资本邦
1837,2021-08-07,受台风“卢碧”影响 福建漳州242个通信基站受损 自然灾害,中新网
1838,2021-08-07,中国电信来了 三大悬念待解,金融投资报
1839,2021-08-06,中国电信回归A股：定价4.53元股 最高募资541亿元,第一财经
1840,2021-08-06,定了！发行价4.53元/股，要不要“拔草”中国电信A股？,第一财经
1841,2021-08-06,中国电信A股首发引入绿鞋机制 或将超越中芯国际募资额,每日经济新闻
1842,2021-08-06,中国电信A股首发引入绿鞋机制 回A对二级市场影响几何？,每日经济新闻
1843,2021-08-06,为何A股指数未跟涨，独立调整？,中金在线
1844,2021-08-06,中国电信回A获批，募集资金或高达544亿，已提前布局6G业务,资本邦
1845,2021-08-06,中国电信A股上市倒计时：最高募资541亿，有望成近10年最大IPO,第一财经
1846,2021-08-06,“巨无霸回A”：中国电信发行价定了 下周一开始申购,金融时报
1847,2021-08-06,中国电信回A加速5G云网新基建 A股电信运营商板块将快速扩容,财联社
1848,2021-08-06,发行价4.53元，8月9日申购！中国电信A股IPO或募541.59亿元,中证报
1849,2021-08-06,"中国电信A股IPO询价结果出炉 逾2,000家机构参与询价 网下打新热情高涨",证券时报网
1850,2021-08-06,中国电信确定A股发行价为4.53元/股，预计8月9日申购,新快报
1851,2021-08-06,昨夜今晨：国内德尔塔毒株疫苗研发获得重大进展 字节跳动教育板块大规模裁员,驱动中国
1852,2021-08-06,何谓系留无人机及其应用,C114通信网
1853,2021-08-06,中国电信融资超500亿，对股民发行量只有三峡能源一半，中签率会是多少,中国经济周刊
1854,2021-08-06,募集467.12亿元 中国电信回归A股 创业板面临考验,证券之星
1855,2021-08-06,8月9日上市！中国电信A股发行价确定：4.53元/股,快科技
1856,2021-08-06,【港股通】中国电信(00728)厘定A股发行价4.53元人民币,和讯
1857,2021-08-06,新鲜早科技丨中芯国际二季度业绩高涨；京东零售完成新一轮调整；三星电子西安二期工厂年内完工,21世纪经济报道
1858,2021-08-06,中国电信(601728.SH)：IPO定价4.53元/股 8月9日开启申购,智通财经
1859,2021-08-06,中国电信A股发行价4.53元/股 预计募集资金净额467.12亿,中新经纬
1860,2021-08-06,新鲜早科技丨二季度Uber意外挣了11亿美元；京东零售完成新一轮调整；三星电子西安二期工厂年内完工,21世纪经济报道
1861,2021-08-06,智通港股通占比异动统计|8月6日,智通财经
1862,2021-08-06,中国电信(00728.HK)A股发售价格每股4.53元,格隆汇
1863,2021-08-06,中国电信(00728)：A股发行价每股4.53元,智通财经
1864,2021-08-06,新股发行与上市一览（8月6日）,Wind
1865,2021-08-06,中国电信首次股票网上路演 预计募集资金467.12亿！,新浪
1866,2021-08-06,中国电信发行价格为4.53元/股,证券时报网
1867,2021-08-06,中国电信：确定发行价格为4.53元，预计募资总额470.94亿元,Wind
1868,2021-08-05,新股排查丨中国电信业绩缓慢增长，毛利率高于中国联通,21世纪经济报道
1869,2021-08-05,特色农业，让广西田林县村民富起来,观察者网
1870,2021-08-05,人若心齐，两大压力不算事！,中金在线
1871,2021-08-05,云卡一体！紫光国微携手中国电信打造升级版超级SIM卡,砍柴网
1872,2021-08-05,超级SIM卡应用升级，紫光国微与中国电信推出云卡一体备份功能,IT之家
1873,2021-08-05,产业兴、事业旺 央企在桂拓宽乡村振兴路,证券之星
1874,2021-08-05,中国电信与万向区块链及合作伙伴成立 “惠养牛”区块链产业联盟,凤凰网
1875,2021-08-05,运营商上半年成绩单出炉：5G用户规模近5亿，下半场角逐5G应用,通信信息报
1876,2021-08-05,中国电信发布“智慧法治护航计划”,人民邮电报
1877,2021-08-05,中国电信拟IPO发超百亿股引入绿鞋机制，三大运营商聚首或将倒计时,资本邦
1878,2021-08-05,行业景气观察：北美半导体设备出货额同比增幅扩大 水泥价格止跌,新浪
1879,2021-08-05,巨无霸“穿鞋”而来！中国电信IPO拟发超百亿股，创近11年来新高，将引入绿鞋机制，股价稳了？,证券时报
1880,2021-08-05,新股发行与上市一览（8月5日）,Wind
1881,2021-08-05,中国电信(601728.SH)：8月6日网上路演，引入绿鞋机制,智通财经
1882,2021-08-05,中国电信聚焦“新基建”助力“数字云南”建设,云南日报
1883,2021-08-05,【国君通信|行业专题】2021Q2云厂商业绩专题：亚马逊、Facebook资本开支同比高增，整体对服务器等技术基础设施投资较乐观,微信
1884,2021-08-05,【国君通信|行业点评】芯片市场趋稳，中端制造盈利能力修复,微信
1885,2021-08-04,5G+云＋AI 天翼云为智慧园区建设注智赋能,东方网
1886,2021-08-04,中国电信(601728.SH)：网上路演时间8月6日9:00-12:00,格隆汇
1887,2021-08-04,中国电信将于8月6日举行网上路演,e公司
1888,2021-08-04,"中国电信股份有限公司首次公开发行股票网上路演公告：本次拟公开发行股票数量不超过10,396,135,267股，发行股份数量占发行后公司总股本的比例不超过11.38%（超额配售选择权行使前）",金十数据
1889,2021-08-04,中国电信股份有限公司首次公开发行股票网上路演公告：网上路演时间为2021年8月6日（T-1日，周五）9:00-12:00,金十数据
1890,2021-08-04,现在的上涨，到底是熊市反抽还是慢牛中的波动？,中金在线
1891,2021-08-04,直真科技：不持有中国电信、中国移动、中国联通的股票,每日经济新闻
1892,2021-08-04,[互动]天源迪科回应中国电信过会影响：中国电信及省份公司是多年客户及深度合作伙伴,全景网
1893,2021-08-04,【券商聚焦】汇丰研究削中国联通(00762)目标价5.8% 指对有线业务预期过高 机构下调估值,和讯
1894,2021-08-04,中国电信王桂荣：5G是当下6G是未来 要将核心技术自主掌控,新浪
1895,2021-08-04,最新中国5G主设备市场“座次”,维库电子市场
1896,2021-08-04,中国电信李正茂：5G定制网项目毛利率要达到合理水平,C114通信网
1897,2021-08-04,智通港股通占比异动统计|8月4日,智通财经
1898,2021-08-04,新股发行与上市一览（8月4日）,Wind
1899,2021-08-03,每秒百万条信息查询 天翼云助力江苏开启全民核酸检测,C114通信网
1900,2021-08-03,应该还有反复，中国电信申购上市，将是向上重要时间窗口！,中金在线
1901,2021-08-03,中国电信刘桂清：云改数转 赋能工业产业数字化转型,C114通信网
1902,2021-08-03,电信IPO被批准了吗？申购时间是怎么样的？,至诚财经
1903,2021-08-03,中国电信5G赋能山东重工数字化转型,C114通信网
1904,2021-08-03,英维克(002837)半年报点评：中报超预期 “碳中和”助攻温控龙头高速成长,新浪
1905,2021-08-03,报道称爱立信获中国电信和中国联通5G项目3%份额,Bianews
1906,2021-08-03,巨无霸中国电信IPO获批 三大悬念待解,新浪
1907,2021-08-03,新股发行与上市一览（8月3日）,Wind
1908,2021-08-02,中富通(300560.SZ)：预中标1.74亿元中国电信江苏公司通信工程管线施工市管市立项项目)集中招标项目,格隆汇
1909,2021-08-02,中利集团(002309.SZ)预中标中国电信10kV电力电缆(2021年)集采项目,格隆汇
1910,2021-08-02,中利集团：预中标中国电信10kV电力电缆集中采购项目,每日经济新闻
1911,2021-08-02,超级巨无霸中国电信回归A股在即！年营收近4000亿,21商评网
1912,2021-08-02,中国电信发布数字化转型智慧园区,砍柴网
1913,2021-08-02,5G+工业互联网开启“智”造新时代,飞象网
1914,2021-08-02,200亿大单四企瓜分！电信联通2.1G 5G SA无线主设备集采公示,Ofweek
1915,2021-08-02,科技行业：数据中心碳中和政策或加速落地,新浪
1916,2021-08-02,中兴通讯独家中标中国电信航空专网地面网络建设工程,财联社
1917,2021-08-02,IDC：5G主设备三期招标落幕，四家运营商合计招标无线主设备72.2万站,智通财经
1918,2021-08-02,中国电信同步网设备集采：华为、赛思和亿邦3家入围,C114通信网
1919,2021-08-02,通信·产业追踪：重点关注【硬科技三剑客】宝信&中兴&紫光,新浪
1920,2021-08-02,平治信息：公司2020年度获得中国电信的订单为3.79亿,Wind
1921,2021-08-02,促销&拉新 固网宽带市场攻防战加剧,中国经营报
1922,2021-08-02,等风来不如追风去，5G应用“扬帆”正当时！,通信世界网
1923,2021-08-02,富硒农业：核心是产业链延伸；中国电信：推动“区块链+韭菜”项目,搜狐
1924,2021-08-02,544亿！今年最快最大规模IPO诞生 过会到拿批文仅7天 为近十年A股最大规模IPO,新浪
1925,2021-08-02,新股发行与上市一览（8月2日）,Wind
1926,2021-08-01,【东吴通信侯宾团队】通信行业点评：证监会核准中国电信A股发行，运营商回A或加速,东吴通信互联网团队
1927,2021-08-01,电联2.1G 5G SA无线主设备集采：华为、中兴、大唐、爱立信中标,C114通信网
1928,2021-08-01,【华西电子孙远峰-每日观点＆资讯】（2021-08-02）,远峰电子
1929,2021-08-01,亮相在即|深圳工业互联网应用场景专题展，看点都在这儿,自动化网
1930,2021-08-01,【国君通信】业绩估值处于上行趋势，三个方向布局（周观点0726-0801）,微信
1931,2021-07-31,浦东首批20家大企业创新中心，涉及制药、医疗、AI,医疗器械创新网
1932,2021-07-31,【IPO】“巨无霸”中国电信IPO获批，要募540多亿，影响有多大？,中国基金报
1933,2021-07-30,募资额超中芯国际的巨头要来了！中国电信回A获批，或成近十年A股最大IPO,国际金融报
1934,2021-07-30,近十年A股最大规模IPO！中国电信回A上市，拟募资544亿,中新经纬
1935,2021-07-30,通信行业点评：证券会核准中国电信A股发行 运营商回A或加速,新浪
1936,2021-07-30,中国电信回归A股获批 三大运营商或会师A股,杭州网
1937,2021-07-30,中国电信回A上市，巨无霸会给市场带来虹吸效应吗？,腾讯网
1938,2021-07-30,鸿坤产业与中国电信签署战略合作协议,搜狐
