,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
3473,2018-10-15,涨停数持续走低、破发步伐加快，新股发行定价出现微调,第一财经
3474,2018-10-15,早盘富士康概念股快速崛起 光莆股份等3股涨停,中国经济网
3475,2018-10-12,6499不贵？苹果猛产iPhone XR 国人是主力销售对象,腾讯网
3476,2018-10-12,政策支持，外资并购提速，机遇还是风险？,Wind
3477,2018-10-12,富士康9月份营收188.66亿美元 同比增长近30%,TechWeb
3478,2018-10-12,爆料大神：Pixel 3由HTC原手机部门设计，富士康制造,IT之家
3479,2018-10-11,苹果6亿美元收购Dialog部分资产，新iPhone拉动富士康9月营收创新高,东吴电子谢恒团队
3480,2018-10-11,A股三大指数跌逾5% 工业富联、中兴通讯360等跌停,新浪
3481,2018-10-11,加速半导体布局，能否助力富士康撕掉代工厂标签？,维库电子市场
3482,2018-10-11,独角兽领衔破发 打新基金收益规模双降 连续下跌,21世纪经济报道
3483,2018-10-10,富士康概念股走强，宇环数控涨停,每日经济新闻
3484,2018-10-10,工业富联上市4个月后破发 连续下跌,新快报
3485,2018-10-09,速看！富士康半导体布局版图 ，悄悄做了那么多,维库电子市场
3486,2018-10-09,工业富联上市4个月破发 募资271亿投行中金公司赚3亿 连续下跌,中国经济网
3487,2018-10-08,工业富联上市4个月破发 市值蒸发近2500亿元 连续下跌,新浪
3488,2018-10-08,独角兽受捧热潮不再，工业富联4个月后正式破发！,Wind
3489,2018-10-08,独角兽光环散去 工业富联上市仅四个月破发 连续下跌,第一财经
3490,2018-10-08,快讯：工业富联尾盘跌近4% 股价创上市以来新低,网易
3491,2018-10-08,工业富联破发 尾盘跌逾3% 连续下跌,证券时报网
3492,2018-10-08,工业富联跌破发行价,Wind
3493,2018-10-08,快讯：工业富联早盘股价创新低 逼近发行价,新浪
3494,2018-10-08,快讯：工业富联早盘股价创下新低 逼近发行价,新浪
3495,2018-10-08,富士康将在美举办五场招聘会：预计招揽13000名员工,驱动之家
3496,2018-10-07,富士康美国启动数千人大规模招工,Wind
3497,2018-10-02,和硕疑遇员工荒，LCD版iPhone XR订单被转郑州富士康,Ofweek
3498,2018-09-29,"巨无霸IPO批文刚到!1300亿""共和国保险长子""回A股",中财网
3499,2018-09-28,"1300亿""共和国保险长子""中国人保回A股 半年净赚百亿",新浪
3500,2018-09-28,新夏普的下一步,经济观察网
3501,2018-09-28,富士康落户济南 37亿产业基金孵化6家芯片公司,经济观察网
3502,2018-09-28,广州：“小幅让利”刺激成交 “金九”房企推货速度加快,南方日报
3503,2018-09-27,夏普欲重打高端牌,第一财经
3504,2018-09-27,追“新”一族，你所打过的新股，现在都怎么样啦？,华创证券
3505,2018-09-26,海底捞上市，1000亿神话背后的冷酷真相,搜狐
3506,2018-09-26,联想向智能变革转型，董事长杨元庆：智能时代联想有机会引领,澎湃新闻
3507,2018-09-26,IDG能源投资携富士康试水LNG物流 首批罐箱预计10月初抵沪,每日经济新闻
3508,2018-09-26,苹果将大量iPhone XR生产订单份额交给富士康,股城网
3509,2018-09-26,工业互联网平台建设热度高企 行业发展六大亮点解读,前瞻研究院
3510,2018-09-26,工信部：125个2018年制造业与互联网融合发展试点示范项目,Wind
3511,2018-09-25,【国金电子】每日资讯&行情（2018-9-25）,国金电子研究
3512,2018-09-25,郭台铭的工业互联网野心有多大？,中国电子报
3513,2018-09-21,郭台铭现身云栖大会，原来他和马云提出的“新制造”还有一段神秘渊源,搜狐
3514,2018-09-21,2018年富士康有望成为最大电视ODM商,维库电子市场
3515,2018-09-20,同苹果合作的中国供应商，如今日子过得怎么样?,搜狐
3516,2018-09-19,工业富联今日大宗交易成交16.10万股，成交价14.43元折价-0.07%,Wind资讯
3517,2018-09-19,富士康高管：工业数据采集和人工经验转移是工业互联网最大的挑战,第一财经
3518,2018-09-19,郭台铭的工业互联网野心有多大？,中国电子报
3519,2018-09-17,工业富联再创上市以来新低，距破发仅一步之遥 连续下跌,第一财经
3520,2018-09-16,郑州富士康日产30万部iPhoneXR：后壳缺货致上市延期,驱动之家
3521,2018-09-16,iPhone XR推迟上市真相曝光：后盖缺货,中关村在线
3522,2018-09-16,巨丰原创：一大5G龙头股被错杀 后市有望迎报复性反弹!,巨丰财经
3523,2018-09-15,如果富士康公司关门倒闭，对中国的社会就业有多大影响？ 减资破产,凤凰网
3524,2018-09-15,新苹果要来了 富士康准备的怎么样了？,中关村在线
3525,2018-09-14,【读懂中报】起底四家独角兽公司中报 谁才是真正的“独角之王”,腾讯网
3526,2018-09-13,苹果新机发布，69%人称不会买，代工厂仍加班生产iPhone 7,凤凰网
3527,2018-09-13,风控成蓝领消费金融决胜关键,通信信息报
3528,2018-09-12,这家企业将制造业互联网化，要成为线上版“富士康”,投资界
3529,2018-09-12,华米CEO黄汪：可穿戴市场主要玩家未来或只剩苹果、小米,36氪
3530,2018-09-12,"计算机行业2018年四季度投资策略报告:基金持仓占比提升,关注云计算、工业互联网",渤海证券
3531,2018-09-11,当血汗工厂遇到日本工匠：富士康低价策略毁了夏普？,新浪
