,2021-12-31,恩捷股份、天赐材料、璞泰来，谁是盈利能力最强的电池化学品企业？,Ofweek
293,2021-09-14,A股收盘综述：金融乏力、煤钢休整，鸿蒙、锂电池、磷化工、盐湖提锂依旧火热,Wind
294,2021-09-14,璞泰来涨停，先导智能、欣旺达、宁德时代涨超6%，机械ETF（516960）涨超1.5%,资本邦
295,2021-09-14,华为引爆A股、锂电爆发！突发利空，500亿牛股再跌停,Wind
296,2021-09-14,解盘：资源股强势，锂电池、华为、宁德时代、网络安全领涨,Wind
297,2021-09-14,A股午盘综述：宁德时代崛起推升创业板，锂电池、鸿蒙、磷化工爆发,Wind
298,2021-09-14,璞泰来、中国宝安封板涨停，“碳中和”启动，新能源主题ETF（516580）涨近2%,资本邦
299,2021-09-14,快讯：璞泰来涨停 报于176.29元,金融界
300,2021-09-14,璞泰来、杉杉股份涨停、恩捷股份涨超9%，碳中和50ETF（159861）涨超2%,资本邦
301,2021-09-14,锂电池概念发力走高，璞泰来等逾10股涨停，宁德时代大涨超7%,证券时报网
302,2021-09-14,新能源汽车行业专题报告：新能源汽车及锂电系列之九 8月电池装机／电动车销量保持高增速,新浪
303,2021-09-14,璞泰来首板，公司是国内最大的人造石墨负极企业,Wind
304,2021-09-14,电新1H21业绩回顾：景气延续 多点开花,新浪
305,2021-09-14,璞泰来(603659)：人造石墨产品差异化明显 一体化布局领先行业,新浪
306,2021-09-13,电动车8月销量点评：国内销量大超预期 自主车企稳步增长 车型向多元化发展,新浪
307,2021-09-13,电力设备行业：淡季逆势高增 8月中国电车大超预期,新浪
308,2021-09-13,电力设备新能源行业周报：电池龙头加大布局力度 光伏装机四季度旺季确定性高,新浪
309,2021-09-13,北向资金净卖出额创近一个月新高，白酒、有色股遭抛售,Wind
310,2021-09-13,电气设备行业周报：8月新能源汽车产销两旺 光伏产业链价格持续微涨,新浪
311,2021-09-13,新能源汽车行业：8月销量超预期 磷酸铁锂渗透率大幅攀升,广发证券
312,2021-09-11,2021年H1电动车行业数据总结：电动车2021年H1淡季不淡 爆款车型引爆需求,新浪
313,2021-09-10,北向资金连续三周加仓累计净买入600亿，中远海控获大幅净买入近10亿元,Wind
314,2021-09-10,北向资金动向盘点：逢涨净卖周期股,Wind
315,2021-09-09,专精特新“小巨人”乘风破浪：业绩生猛，涨幅跑赢市场,第一财经
316,2021-09-09,汽车行业半年报业绩综述：缺芯致Q2销量下滑 行业复苏延迟但不会缺席 盈利能力下降,渤海证券
317,2021-09-07,万联证券维持璞泰来增持评级，点评报告：业绩符合预期，技术持续创新,每日经济新闻
318,2021-09-07,万联证券：维持璞泰来(603659.SH)“增持”评级 负极产品需求旺盛 业绩符合预期,智通财经
319,2021-09-07,电力设备与新能源行业周报：光伏产业链价格持续上行 造车新势力进一步扩大,新浪
320,2021-09-06,电力设备与新能源行业周观察：欧洲五国电动车渗透率环比提升 风光储发展空间可期,新浪
321,2021-09-06,中信证券：新能源汽车行业景气持续向好，盈利大幅提升,Wind
322,2021-09-06,三大热门赛道财报透视，高研发投入下业绩迎爆发,Wind
323,2021-09-01,北向资金净买入额创一个月新高连续8日加仓，伊利股份、贵州茅台净买入均超6亿元,Wind
324,2021-09-01,最高暴涨350%！锂电彻底火了，中报业绩普遍翻倍！,Wind
325,2021-08-31,电气设备行业周报：N型电池片蓄势待发,新浪
326,2021-08-31,新能源板块行业信息点评：工信部首发汽车发展年报 多家品牌大电流组串逆变器上市,新浪
327,2021-08-31,璞泰来(603659)：负极出货快速增长 锂电设备订单大幅提升,新浪
328,2021-08-30,电气设备行业周报：光伏下游景气度提升 天赐材料再度加码产能扩张提速,新浪
329,2021-08-30,电力设备与新能源行业周观察：宁德时代储能业务快速成长 风电行业变化正当时,新浪
330,2021-08-30,电气设备行业周报：新能源政策利好不断 关注中报超预期个股,新浪
331,2021-08-27,傅鹏博等又一波百亿基金经理隐形重仓股现身,Wind
332,2021-08-26,市值湮灭50亿！机构投资者锐减，“公募背景”的璞泰来能撑起千亿市值吗？,环球老虎财经
333,2021-08-25,北向资金连续三日加仓累计净买入超百亿，大幅抄底白酒股,Wind
334,2021-08-25,东岳硅材：公司目前暂时没有用于硅碳负极的产品，也暂时没有与璞泰来、贝特瑞等公司有业务合作,每日经济新闻
335,2021-08-24,市场资金面周观察：MLF操作略超预期 股市流动性小幅上升,新浪
336,2021-08-24,新能源电池材料价格持续上涨，锂电池价格保持稳定,Ofweek
337,2021-08-24,电气设备：PVDF售价大幅跳涨 产业链公司业绩有望持续超预期,新浪
338,2021-08-24,全球硅片供需关系梳理，下半年光伏产业链价格回调空间十分有限,Ofweek
339,2021-08-24,【申港电新|周观点】全球硅片供需关系梳理,新能源深度研究
340,2021-08-24,电气设备行业周报：电动车政策利好频发 宁德时代落户上海,新浪
341,2021-08-24,A股强势反弹，多个板块批量涨停，三大核心赛道会持续崛起？,Wind
342,2021-08-23,A股大幅反弹北向资金加仓超18亿，持续加码高景气板块,Wind
343,2021-08-23,A股强势反弹，工业母机批量涨停，新龙头闪现？,Wind
344,2021-08-23,7月装机电量点评：装机量同比大增环比维稳 铁锂份额稳定,新浪
345,2021-08-23,电气设备行业周报：异质结技术再迎突破 宁德时代牵手上海政府,新浪
346,2021-08-23,梁丰抓准风口转战实业9年身家390亿 璞泰来并购扩张成千亿锂电材料龙头,长江商报
347,2021-08-21,北向资金连续两日净卖出超百亿，这些个股被逆市加仓（名单）,21世纪经济报道
348,2021-08-20,北上资金连续两日净卖出超百亿！抱团股趋于瓦解，这个行业被逆势加仓,证券时报网
349,2021-08-20,璞泰来于海南成立新公司，经营范围含石墨及碳素制品制造等,企查查
350,2021-08-20,北向资金6年来首次连续两日净卖出超百亿，贵州茅台、五粮液、恒瑞医药遭惨烈抛售,Wind
351,2021-08-20,医药消费惨跌，A股却扛住北上资金200亿抛压,Wind
352,2021-08-20,北向资金动向盘点：净买多只券商股,Wind
353,2021-08-20,创8月新高，北向资金出逃107.83亿元！这些行业板块被大幅抛售,21世纪经济报道
354,2021-08-19,北向资金年内第三次单日净卖出超百亿，中国平安遭大幅抛售超18亿,Wind
355,2021-08-19,A股收盘综述：大小指数再度切换，北向大幅流出超百亿,Wind
356,2021-08-19,A股午盘综述：沪指跌0.71%，周期股全线下挫,Wind
357,2021-08-19,德方纳米、璞泰来大涨，新能车ETF(159806)快速冲高,资本邦
358,2021-08-19,赛道股集体反抽，锂电、芯片板块逆势走强,Wind
359,2021-08-19,肇庆新能源汽车千亿级产业集群加速发展,南方日报
360,2021-08-18,北向资金稳步加仓3日净买入超111亿，持续扫货大金融龙头股,Wind
361,2021-08-18,券商股批量涨停，机构进场扫货！未来市场或这样走,Wind
362,2021-08-18,30天5倍涨幅！他持仓股票年内浮盈14亿,Wind
363,2021-08-17,北向资金逆市抄底加仓A股近15亿，通威股份、北方稀土净买入额均创历史新高,Wind
364,2021-08-17,璞泰来：硅负极和锂负极不是同一技术路线，锂枝晶主要是锂负极的问题,每日经济新闻
365,2021-08-17,电气设备行业周观点：铁锂电池单月产量超过三元 光伏产业链价格上涨,新浪
366,2021-08-17,光伏产业链价格趋稳，上下游博弈将持续,Ofweek
367,2021-08-17,北向资金动向盘点：逆市加仓电力设备新能源,Wind
368,2021-08-16,电气设备行业周报：动力电池持续高景气 两部委鼓励发电企业自建储能,新浪
369,2021-08-16,韩国浦项化学VS中国璞泰来，中韩锂电池负极材料龙头企业对比，谁更强？,Ofweek
370,2021-08-16,宁德时代动力及储能电池大幅扩产，顺应全球电动化浪潮,Ofweek
371,2021-08-16,【申港电新|周观点】宁德时代大幅扩产顺应全球电动化浪潮,新能源深度研究
372,2021-08-16,“国家队”最新持仓动向曝光！513家公司中报出炉，最高增幅108倍,Wind
373,2021-08-16,干货！2021年中韩锂电池负极材料龙头企业对比：韩国浦项化学 V.S. 中国璞泰来，谁更胜一筹？,前瞻研究院
374,2021-08-16,电气设备行业周报：光伏硅料价格箱体震荡 下游需求持续向好,新浪
375,2021-08-16,转战“实业江湖” 前基金经理们跨界有道,中证网
376,2021-08-15,电气设备行业：磷酸铁锂装机首超三元 光伏需求回暖驱动产业链涨价,广发证券
377,2021-08-15,电气设备行业周报：国内电车逆势增长 硅料价格小幅回升,新浪
378,2021-08-15,2021年7月国内动力电池装机量点评：行业景气上行 铁锂加速渗透,新浪
379,2021-08-13,豪掷一个亿自购老基金！这家基金公司大方出手是因为……,Wind
380,2021-08-13,宁德时代(300750)：发挥资本优势募资扩产 加速迎接全面电动化,新浪
381,2021-08-13,2021年7月国内新能源车销量点评：淡季不淡 全年300万辆可期,新浪
382,2021-08-12,璞泰来：董事长梁丰累计质押股份数量约为1091万股,每日经济新闻
383,2021-08-12,璞泰来(603659.SH)控股股东解除质押1110.2万股,智通财经
384,2021-08-12,新能源汽车行业：7月产销稳步提升 磷酸铁锂年内装机首超三元,广发证券
385,2021-08-11,珠海冠宇IPO背后魅影：老股东突然退出 采销数据虚假 欺诈造假,电鳗快报
386,2021-08-10,财信证券首予璞泰来谨慎推荐评级：负极龙头成本管控能力彰显，业务齐发力,每日经济新闻
387,2021-08-10,上海区域股市周报：新增1家上市公司 复旦微电跌出板块市值10强,每日经济新闻
388,2021-08-10,璞泰来：公司已积极进行钠离子电池产业的相关研发和布局工作,每日经济新闻
389,2021-08-10,璞泰来：公司经营一切正常，上半年已经实现稳健增长,每日经济新闻
390,2021-08-10,璞泰来：与东阳光合作计划生产1万吨PVDF+2.7万吨R142b项目正处于前期规划、立项阶段,每日经济新闻
391,2021-08-10,璞泰来：公司的硅碳负极材料目前以软包电池和方形电池应用为主，有一定数量的中试品在客户端应用,每日经济新闻
392,2021-08-10,"璞泰来：2021年上半年，公司负极材料出货量为45,246吨",每日经济新闻
393,2021-08-10,41股获券商买入评级，新城控股目标涨幅达90.20%,Wind
394,2021-08-09,璞泰来(603659)：纵向一体化与横向品类拓展持续推进 高质量发展可期,新浪
395,2021-08-09,东兴·电新 | 璞泰来：纵向一体化与横向品类拓展持续推进，高质量发展可期,分析师
396,2021-08-09,碳中和周报：更接近国情的碳中和研究,新浪
397,2021-08-09,负极龙头璞泰来上半年实现净利润7.75亿，同比增幅近300%！,证券之星
398,2021-08-09,电力设备与新能源行业报告：双碳工作推进更趋市场化,新浪
399,2021-08-09,军工接棒新能源车？公募持仓创新高，“军工一哥”转战买方,Wind
400,2021-08-09,电力设备与新能源行业周报(第三十一周),新浪
401,2021-08-09,璞泰来(603659)：负极盈利稳健 涂覆与设备订单向好告,新浪
402,2021-08-09,璞泰来(603659)：一体化优势显着 卡位全球负极龙头,国海证券
403,2021-08-09,A股最火板块半日蒸发1900亿！阿里巴巴盘中重挫4%,Wind
404,2021-08-09,A股风格大逆转！芯片锂电股大跌，万亿巨头跳水,Wind
405,2021-08-09,干货！2021年中国锂电池负极材料行业龙头企业分析——杉杉股份：负极材料规模优势逐渐显现,前瞻研究院
406,2021-08-09,东莞证券维持璞泰来推荐评级，2021年中报点评：各业务板块快速增长，盈利能力显着提升,每日经济新闻
407,2021-08-09,电气设备行业深度研究报告：铝塑膜正处于国产替代前夜,新浪
408,2021-08-09,国海证券维持璞泰来买入评级，事件点评：一体化优势显着，卡位全球负极龙头,每日经济新闻
409,2021-08-09,安信证券维持璞泰来买入评级：上半年业绩高增，多业务协同发展，目标价178元,每日经济新闻
410,2021-08-08,西部证券维持璞泰来增持评级，中报点评：受益行业景气，多业务线保持高增速,每日经济新闻
411,2021-08-08,中银证券维持璞泰来增持评级：中报业绩大幅增长，一体化产业布局加速,每日经济新闻
412,2021-08-08,璞泰来(603659)：下游需求持续旺盛 上半年业绩增长超预期,广发证券
413,2021-08-08,璞泰来(603659)：21H1负极业务显强成本控制能力,新浪
414,2021-08-07,【方正电新】璞泰来中报点评：一体化降本优势显现，平台型锂电材料商多点开花,申建国电新团队
415,2021-08-07,二季度社保、QFII、险资持仓抢先看，A股连续13天成交超1.2万亿,Wind
416,2021-08-07,【东吴电新】璞泰来21年中报点评：三大业务全面开花，一体化布局成效显着,新兴产业汇
417,2021-08-06,东吴证券维持璞泰来买入评级：三大业务全面开花，一体化布局成效显着,每日经济新闻
418,2021-08-06,璞泰来(603659)：报表质量持续优化 负极、隔膜业务高增长,新浪
419,2021-08-06,璞泰来(603659)：业务全面高增 锂电材料平台加速成形,新浪
420,2021-08-06,璞泰来(603659)2021年中报点评：业绩超预期 一体化强化成本优势,新浪
421,2021-08-06,璞泰来(603659)2021年中报点评：负极一体化成效初现 涂覆市占率稳步提升 设备订单屡创新高,新浪
